compound,headgroup,acyl_n,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,total_scans,dedup_group_id,sirius_formula,sirius_structure_name,sirius_npc_class
N-C17:0-taurine,taurine,17,C19H39N1O4S1,[M+Na]+,400.24920012769996,2288,400.254,11.992209599727435,2.432,True,False,49,asid_2288,C18H33N5O5,H-Val-Lys-Pro-Gly-OH,Tripeptides
N-C19:0-GABA,GABA,19,C23H45N1O3,[M+NH4]+,401.3737698598,42340,401.3724,-3.41292805570643,4.655011,True,False,10,asid_42340,C23H48N2O3,"Hexadecanamide, N-[3-[bis(2-hydroxyethyl)amino]propyl]-",Sphingoid bases
N-C19:0-GABA,GABA,19,C23H45N1O3,[M+NH4]+,401.3737698598,45545,401.3806,17.016907214426585,5.073011,True,False,15,asid_16967,,,
N-C19:0-GABA,GABA,19,C23H45N1O3,[M+Na]+,406.329165007,9461,406.3277,-3.6054684874850915,5.574114,True,False,11,asid_19500,C23H45NO3,,
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+H]+,406.33157069509997,9461,406.3277,-9.52595215123265,5.574114,True,False,11,asid_19500,C23H45NO3,,
N-C14:0-serotonin,serotonin,14,C24H38N2O2,[M+Na]+,409.2825491668,5512,409.2868,10.38606021365989,5.3,True,False,9,asid_5512,C23H40N2O2S,14-cyano-N-octyl-4-oxo-6-sulfanyltetradec-2-enamide,N-acyl amines
N-C18:0-taurine,taurine,18,C20H41N1O4S1,[M+NH4]+,409.3094550443,2604,409.3084,-2.5776201527101974,5.477,True,True,30,asid_2033,C26H42O2,"(3S,10R,13R,17R)-17-[4-(1-hydroxycyclopropyl)butan-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",Cholestane steroids
N-C18:0-taurine,taurine,18,C20H41N1O4S1,[M+NH4]+,409.3094550443,6900,409.3086,-2.0889923002580884,5.554605,True,False,66,asid_6025,C28H40O2,"3,3',5,5'-Tetra-tert-butyldiphenoquinone",Apocarotenoids (β-)
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+NH4]+,409.3424697322,13656,409.3451,6.425592247262578,5.650914,True,False,31,asid_29695,C29H44O,Dihydrotachysterol3,Ergostane steroids
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+NH4]+,409.3424697322,24856,409.3448,5.69270958258866,5.328,True,False,28,asid_24856,C29H44O,Cholesterin,Ergostane steroids
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+NH4]+,409.3424697322,37482,409.3409,-3.834765058866596,4.704,True,False,6,asid_37482,C24H44N2O3,"6-amino-2-[[(9Z,12Z)-octadeca-9,12-dienoyl]amino]hexanoic acid",N-acyl amines
N-C17:0-tryptamine,tryptamine,17,C27H44N2O1,[M+H]+,413.352640488,4109,413.347,-13.645704533013069,4.781,True,False,26,asid_24998,C22H44N4O3,Palmitoyl arginine,N-acyl amines
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+Na]+,414.2978648794,33,414.2989,2.498493687201667,4.724065,True,True,128,asid_2378,,,
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+Na]+,414.2978648794,209,414.2989,2.498493687201667,4.658277,True,False,36,asid_209,,,
N-C16:0-dopamine,dopamine,16,C24H41N1O3,[M+Na]+,414.2978648794,1326,414.2915,-15.363051416759665,5.301,True,False,36,asid_346,C21H43O6,,Pyrimidine nucleosides
N-C16:0-serotonin,serotonin,16,C26H42N2O2,[M+H]+,415.3319050463,5542,415.3337,4.3217332408585225,5.659,True,False,12,asid_5542,C22H46N2O3Si,N-[2-(Alanylthio)ethyl]octadecanamide,N-acyl amines
N-C16:0-tryptamine,tryptamine,16,C26H42N2O1,[M+NH4]+,416.3635395251,23894,416.3716,19.359223694719827,4.908591,True,False,10,asid_23894,,,
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+H]+,420.314206071,12616,420.3206,15.212260037035367,4.81,True,False,7,asid_12616,C24H41N3O3,Dicapriloyllysine dilaurylamide,Dipeptides
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+H]+,420.314206071,13022,420.3094,-11.43447195122111,5.359,True,False,10,asid_13022,C25H41NO4,2-hexadecanamido-3-(4-hydroxyphenyl)propanoic acid,N-acyl amines
N-C16:0-tryptamine,tryptamine,16,C26H42N2O1,[M+Na]+,421.3189346723,1347,421.3156,-7.9148408142407805,4.83,True,False,43,asid_1347,,,
N-C19:0-taurine,taurine,19,C21H43N1O4S1,[M+NH4]+,423.3251051081,21077,423.3299,11.326736454231122,5.094149,True,False,13,asid_21077,,,
N-C19:0-taurine,taurine,19,C21H43N1O4S1,[M+NH4]+,423.3251051081,28767,423.3301,11.799186582024909,5.026,True,False,12,asid_28767,,,
N-C19:0-taurine,taurine,19,C21H43N1O4S1,[M+NH4]+,423.3251051081,30656,423.3245,-1.4294169957982366,4.625167,True,False,25,asid_30656,C27H44O2,"(1R,3aS,5aR,5bR,7aR,11aR,11bR)-5a,5b,11a-trimethyl-8-methylidene-9-oxo-1-prop-1-en-2-yl-2,3,4,5,6,7,7a,10,11,11b,12,13,13a,13b-tetradecahydro-1H-cyclopenta[a]chrysene-3a-carbaldehyde",Lupane triterpenoids
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+NH4]+,423.358119796,5908,423.3607,6.094613234934737,4.563068,True,True,16,asid_14853,C25H46N2O3,,"Lanostane, Tirucallane and Euphane triterpenoids"
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+NH4]+,423.358119796,6292,423.361,6.803233162021752,4.651649,True,True,23,asid_13104,C20H42N10,2-[[1-amino-1-[2-(1-aminobutylideneamino)ethylimino]butan-2-yl]diazenyl]-N'-[2-(1-aminobutylideneamino)ethyl]butanimidamide,Tricyclic guanidine alkaloids
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+NH4]+,423.358119796,16116,423.3607,6.094613234934737,5.711,True,False,29,asid_19693,C30H46O,Campesterin,Ergostane steroids
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+NH4]+,423.358119796,18749,423.3605,5.622199950165305,5.420923,True,False,9,asid_17751,C30H46O,Campesterin,Ergostane steroids
N-C19:0-taurine,taurine,19,C21H43N1O4S1,[M+Na]+,428.28050025529996,1929,428.2781,-5.604400150204504,3.636708,True,False,70,asid_1828,,,
N-C19:0-taurine,taurine,19,C21H43N1O4S1,[M+Na]+,428.28050025529996,6461,428.2855,11.673995657232695,1.109227,True,False,65,asid_13111,,,
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+Na]+,428.31351494319995,532,428.3141,1.3659545628063228,5.468,True,False,33,asid_532,C27H41NO3,"2-(Octadeca-9,12-dienoylamino)-3-phenylpropanoic acid",N-acyl amines
N-C17:0-dopamine,dopamine,17,C25H43N1O3,[M+Na]+,428.31351494319995,5758,428.3147,2.766797588036302,4.800935,True,False,21,asid_28191,,,
N-C17:0-serotonin,serotonin,17,C27H44N2O2,[M+H]+,429.3475551101,37158,429.342,-12.938492449569816,4.633034,True,False,7,asid_37158,C22H44N4O4,[2-Amino-5-(diaminomethylideneamino)pentanoyl] hexadecaneperoxoate,N-acyl amines
N-C17:0-tryptamine,tryptamine,17,C27H44N2O1,[M+NH4]+,430.37918958890003,1613,430.3873,18.844803132084827,4.967,True,False,44,asid_1613,,,
N-C17:0-tryptamine,tryptamine,17,C27H44N2O1,[M+Na]+,435.3345847361,4166,435.331,-8.234439039926196,4.642026,True,True,28,asid_6014,C24H42N4O3,Palmitoyl arginine,N-acyl amines
N-C16:0-serotonin,serotonin,16,C26H42N2O2,[M+Na]+,437.3138492944,3229,437.3146,1.716628918163644,4.633043,True,False,9,asid_3229,C28H40N2O2,"N,N'-bis(4-ethylphenyl)dodecanediamide",Terpenoid alkaloids
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+NH4]+,437.3407551719,4349,437.3467,13.593126251514967,4.731,True,False,14,asid_4349,C24H44N4O3,,N-acyl amines
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+NH4]+,437.3407551719,24329,437.3399,-1.955390367581218,4.769283,True,False,15,asid_34847,,,
N-C18:0-dopamine,dopamine,18,C26H45N1O3,[M+NH4]+,437.3737698598,32430,437.3723,-3.36064917766347,5.094,True,False,7,asid_32430,,,
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+Na]+,442.2961503191,15804,442.2939,-5.087810731221378,3.865753,True,False,12,asid_33638,,,
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+Na]+,442.2961503191,16704,442.2932,-6.670460726003816,5.213269,True,False,8,asid_16704,,,
N-C20:0-taurine,taurine,20,C22H45N1O4S1,[M+Na]+,442.2961503191,40012,442.2937,-5.5399964440347205,4.438864,True,False,10,asid_40012,,,
N-C18:0-dopamine,dopamine,18,C26H45N1O3,[M+Na]+,442.329165007,2996,442.3228,-14.389752029800466,5.469,True,False,26,asid_953,C18H43N5O7,Stearda,N-acyl ethanolamines (endocannabinoids)
N-C18:0-tryptamine,tryptamine,18,C28H46N2O1,[M+NH4]+,444.3948396527,27689,444.4026,17.462730454006955,5.05,True,False,15,asid_27689,,,
N-C18:0-tryptamine,tryptamine,18,C28H46N2O1,[M+Na]+,449.35023479989997,34868,449.3471,-6.976295230711372,4.831,True,False,8,asid_34868,,,
N-C17:0-serotonin,serotonin,17,C27H44N2O2,[M+Na]+,451.3294993582,6014,451.3303,1.7739629276723519,4.663017,True,False,13,asid_6014,C29H42N2O2,"7-amino-10,14,16,20-tetramethyl-23-oxa-18-azahexacyclo[12.11.0.0²,¹¹.0⁵,¹⁰.0¹⁵,²⁴.0¹⁷,²²]pentacos-4-en-22-ol",Steroidal alkaloids
N-C21:0-taurine,taurine,21,C23H47N1O4S1,[M+NH4]+,451.35640523570004,26382,451.3614,11.066120347527132,7.401932,True,False,37,asid_26382,,,
N-C21:0-taurine,taurine,21,C23H47N1O4S1,[M+NH4]+,451.35640523570004,27293,451.362,12.39544678016432,5.307634,True,False,7,asid_27293,C23H48N4O3,4-[4-[4-[4-[4-(4-Hydroxybutoxy)butoxy]butoxy]butoxy]butoxy]butan-1-ol,Open-chain polyketides
N-C21:0-taurine,taurine,21,C23H47N1O4S1,[M+NH4]+,451.35640523570004,35756,451.3618,11.952337969285256,6.803901,True,False,36,asid_35756,,,
N-C21:0-taurine,taurine,21,C23H47N1O4S1,[M+Na]+,456.3118003829,6380,456.3172,11.833174367789477,0.613,True,False,85,asid_6380,C27H41N3O3,,Tripeptides
N-C19:0-tryptamine,tryptamine,19,C29H48N2O1,[M+Na]+,463.3658848637,46797,463.3628,-6.657511484479906,4.83605,True,False,8,asid_46797,,,
N-C22:0-taurine,taurine,22,C24H49N1O4S1,[M+NH4]+,465.3720552995,21074,465.3775,11.699672204186934,5.346,True,True,11,asid_23003,,,
N-C22:0-taurine,taurine,22,C24H49N1O4S1,[M+Na]+,470.32745044669997,2014,470.3326,10.948868272843843,1.041,True,False,115,asid_2014,C28H43N3O3,"N-(3-methoxypropyl)-3-methyl-N-[(octahydro-1H-quinolizin-1-yl)methyl]-2-(1-oxo-2,3-dihydro-1H-isoindol-2-yl)pentanamide",Cyclic peptides
N-C20:0-dopamine,dopamine,20,C28H49N1O3,[M+Na]+,470.36046513459996,24005,470.3667,13.255504792974696,4.969651,True,False,11,asid_24005,,,
N-C20:0-tryptamine,tryptamine,20,C30H50N2O1,[M+Na]+,477.38153492749996,36947,477.3781,-7.195350571027491,4.835029,True,False,8,asid_36947,,,
N-C21:0-dopamine,dopamine,21,C29H51N1O3,[M+Na]+,484.3761151984,7111,484.3824,12.975044398003385,5.094149,True,False,25,asid_15302,,,
N-C21:0-dopamine,dopamine,21,C29H51N1O3,[M+Na]+,484.3761151984,8401,484.3824,12.975044398003385,5.026,True,False,10,asid_32308,C28H51N3O2,C18-PEG4-Amine,Sphingoid bases
N-C22:0-dopamine,dopamine,22,C30H53N1O3,[M+Na]+,498.39176526219995,11589,498.3981,12.710358078876226,5.201532,True,False,17,asid_11589,C32H51NO3,"N,N-Bis[2-(2-hydroxyethoxy)ethyl]-N-methyl-1-octadecanaminium",Sphingoid bases
