row_id,strain_code,species,fraction,peak_area
4109,DBVPG_4956,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5228,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6093,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6742,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_8043,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_3445,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_212C-2,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4957,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5229,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6094,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6743,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_8058,Rhodotorula sp_clade_I,supernatant,0
4109,DBVPG_3446,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_10842,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4958,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5235,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6121,Rhodotorula toruloides,supernatant,0
4109,DBVPG_6803,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_10075,Cystobasidium sp.,supernatant,0
4109,DBVPG_3778,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_10882,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_1A-1-3,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4962,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5236,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6195,Rhodotorula diobovata,supernatant,0
4109,DBVPG_7019,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_10753,Rhodotorula kratochvilovae,supernatant,0
4109,DBVPG_3780,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_10886,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4963,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-332D-2,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5757,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6202,Rhodotorula diobovata,supernatant,0
4109,DBVPG_7021,Rhodotorula graminis,supernatant,0
4109,DBVPG_10780,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6083,Rhodotorula graminis,supernatant,0
4109,DBVPG_10937,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_4964,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5758,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98A-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_2M-1-4,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6593,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_7323,Rhodotorula paludigena,supernatant,0
4109,DBVPG_10348,Rhodotorula sp_clade_XI,supernatant,0
4109,DBVPG_6092,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-333M-1,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_5225,Rhodotorula mucilaginosa,supernatant,61253
4109,DBVPG_5759,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6649,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_340-3,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_7539,Rhodotorula kratochvilovae,supernatant,0
4109,DBVPG_10383,Rhodotorula kratochvilovae,supernatant,0
4109,DBVPG_6740,Pseudomicrostroma phylloplanum,supernatant,0
4109,DBVPG_5226,Rhodotorula mucilaginosa,supernatant,84854
4109,DBVPG_6081,Rhodotorula glutinis,supernatant,0
4109,DBVPG_10619,Rhodotorula mucilaginosa,supernatant,0
4109,DBVPG_6741,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_100D-1,Rhodotorula mucilaginosa,supernatant,0
4109,NRRL_Y-2474,Rhodotorula graminis,supernatant,0
4109,NRRL_Y-2504,Rhodotorula dairenensis,supernatant,0
4109,NRRL_Y-2510,Rhodotorula mucilaginosa,supernatant,0
4109,NRRL_Y-7192,Rhodotorula sphaerocarpa,supernatant,0
4109,NRRL_Y-12923,Rhodotorula paludigena,supernatant,0
4109,NRRL_Y-17376,Rhodotorula araucariae,supernatant,137878
4109,TFCN_340-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-267M-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_48A-15,Rhodotorula paludigena,supernatant,0
4109,TFCN_25-332C-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-334Y-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_102C-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_270H-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_107C-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_33A-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152D-4,Rhodotorula toruloides,supernatant,0
4109,TFCN_7-9-2,Rhodotorula diobovata,supernatant,0
4109,TFCN_17Y-278-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_43A-4,Rhodotorula paludigena,supernatant,0
4109,TFCN_25-331D-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-333C-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_270H-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_105A-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_118C-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-334D-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_1A-14,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_211A-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_172A-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_22C-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98D-11,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-332Y-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-333Y-9,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-334Y-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-325Y-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-6,Rhodotorula toruloides,supernatant,0
4109,TFCN_17-338D-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_140A-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-333P-6,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-325D-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-325P-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-329Y-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_7W-292-3,Rhodotorula dairenensis,supernatant,0
4109,TFCN_89D-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-17,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_137D-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-337Y-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_209-6-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-332P-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98C-7,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_107A-6,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_1B-1-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_98C-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-2,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-333Y-10,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152C-3,Rhodotorula toruloides,supernatant,0
4109,TFCN_4M-1-5,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_17-390M-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_25-335P-1,Rhodotorula diobovata,supernatant,0
4109,TFCN_S22D-1,Rhodotorula taiwanensis,supernatant,133895
4109,TFCN_48D-10,Rhodotorula paludigena,supernatant,0
4109,TFCN_86A-3,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_152A-4,Rhodotorula toruloides,supernatant,0
4109,TFCN_17-332P-1,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_4M-1-4,Rhodotorula mucilaginosa,supernatant,0
4109,TFCN_102C-1,Rhodotorula mucilaginosa,supernatant,61965
51126,TFCN_17-291Y-1,Rhodotorula mucilaginosa,cell,37528
51126,TFCN_86C-9,Rhodotorula sphaerocarpa,cell,246683
51126,TFCN_404D-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_213-6-2,Rhodotorula mucilaginosa,cell,34326
51126,TFCN_152C-6,Rhodotorula taiwanensis,cell,178291
51126,TFCN_273H-1,Rhodotorula mucilaginosa,cell,43388
51126,TFCN_209-6-4,Rhodotorula mucilaginosa,cell,43833
51126,TFCN_25-332M-2,Rhodotorula mucilaginosa,cell,53539
51126,TFCN_98C-8,Rhodotorula mucilaginosa,cell,59713
51126,TFCN_25-335C-1,Rhodotorula diobovata,cell,81547
51126,TFCN_54D-2,Rhodotorula mucilaginosa,cell,67747
51126,TFCN_152D-6,Rhodotorula toruloides,cell,33971
51126,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,cell,64607
51126,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,cell,49927
51126,TFCN_357-1,Rhodotorula taiwanensis,cell,187502
51126,TFCN_17-328C-3,Rhodotorula sp_clade_I,cell,48730
51126,TFCN_4M-1-3,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-334Y-6,Rhodotorula diobovata,cell,0
51126,TFCN_25-333P-5,Rhodotorula paludigena,cell,0
51126,TFCN_222A-2,Rhodotorula sp_clade_I,cell,0
51126,TFCN_25-333Y-2,Rhodotorula sp_clade_I,cell,0
51126,TFCN_98A-10,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-334D-6,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,cell,0
51126,TFCN_363-1-2,Rhodotorula mucilaginosa,cell,51817
51126,TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,cell,0
51126,TFCN_141C-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-335Y-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_213-6-4,Rhodotorula mucilaginosa,cell,39153
51126,TFCN_98C-3,Rhodotorula mucilaginosa,cell,43726
51126,TFCN_17-333D-2,Rhodotorula mucilaginosa,cell,36675
51126,TFCN_17-332C-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_86A-6,Rhodotorula sphaerocarpa,cell,52310
51126,TFCN_0520-4-2-2,Rhodotorula taiwanensis,cell,157640
51126,TFCN_25-333D-5,Rhodotorula sp_clade_I,cell,94141
51126,TFCN_130D-4,Rhodotorula mucilaginosa,cell,33080
51126,TFCN_152C-2,Rhodotorula toruloides,cell,37142
51126,TFCN_98D-9,Rhodotorula mucilaginosa,cell,44957
51126,TFCN_17-325D-4,Rhodotorula mucilaginosa,cell,41847
51126,TFCN_17-332P-2,Rhodotorula mucilaginosa,cell,37602
51126,TFCN_342-3,Rhodotorula mucilaginosa,cell,31031
51126,TFCN_86A-8,Rhodotorula sphaerocarpa,cell,85025
51126,TFCN_3M-1-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_152C-5,Rhodotorula mucilaginosa,cell,42643
51126,TFCN_98D-7,Rhodotorula mucilaginosa,cell,41043
51126,TFCN_25-337M-3,Rhodotorula mucilaginosa,cell,36001
51126,TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,cell,0
51126,TFCN_0520-4-2-1,Rhodotorula taiwanensis,cell,230433
51126,TFCN_48A-2,Rhodotorula paludigena,cell,0
51126,TFCN_1A-1-2,Rhodotorula mucilaginosa,cell,38960
51126,TFCN_152A-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_152A-5,Rhodotorula mucilaginosa,cell,30604
51126,TFCN_186DK3-2,Rhodotorula sp_clade_XI,cell,0
51126,TFCN_102D-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-327D-1,Rhodotorula mucilaginosa,cell,65780
51126,TFCN_17-334Y-5,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-334C-1,Rhodotorula mucilaginosa,cell,30818
51126,DBVPG_3238,Rhodotorula mucilaginosa,cell,143393
51126,DBVPG_3444,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3775,Rhodotorula mucilaginosa,cell,206403
51126,DBVPG_3983,Rhodotorula mucilaginosa,cell,43978
51126,TFCN_7-9-3,Rhodotorula diobovata,cell,294204
51126,DBVPG_4378,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4618,Rhodotorula mucilaginosa,cell,0
51126,TFCN_106A-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3239,Rhodotorula mucilaginosa,cell,67449
51126,DBVPG_3538,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3776,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3984,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4379,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-395P-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-332D-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-333P-2,Rhodotorula mucilaginosa,cell,31826
51126,TFCN_181A-1,Rhodotorula mucilaginosa,cell,48264
51126,DBVPG_3768,Rhodotorula dairenensis,cell,65686
51126,DBVPG_3777,Rhodotorula mucilaginosa,cell,497682
51126,DBVPG_3985,Rhodotorula glutinis,cell,81490
51126,DBVPG_4380,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4669,Rhodotorula mucilaginosa,cell,43406
51126,TFCN_152A-12,Rhodotorula mucilaginosa,cell,38413
51126,TFCN_17-332M-1,Rhodotorula mucilaginosa,cell,128509
51126,DBVPG_3381,Rhodotorula mucilaginosa,cell,136436
51126,DBVPG_3769,Rhodotorula dairenensis,cell,0
51126,DBVPG_4201,Rhodotorula mucilaginosa,cell,124404
51126,DBVPG_4408,Rhodotorula mucilaginosa,cell,58295
51126,DBVPG_4920,Rhodotorula mucilaginosa,cell,77038
51126,TFCN_17-332M-2,Rhodotorula mucilaginosa,cell,59336
51126,TFCN_134A-3,Rhodotorula mucilaginosa,cell,0
51126,TFCN_102D-1,Rhodotorula mucilaginosa,cell,46470
51126,TFCN_209-6-14,Rhodotorula mucilaginosa,cell,108040
51126,DBVPG_3044,Rhodotorula mucilaginosa,cell,46043
51126,DBVPG_3382,Rhodotorula mucilaginosa,cell,129940
51126,DBVPG_3854,Rhodotorula mucilaginosa,cell,151892
51126,DBVPG_4202,Rhodotorula mucilaginosa,cell,71529
51126,DBVPG_4466,Rhodotorula mucilaginosa,cell,88973
51126,DBVPG_4945,Rhodotorula mucilaginosa,cell,69312
51126,TFCN_17-332C-1,Rhodotorula mucilaginosa,cell,64398
51126,TFCN_4M-1-2,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3045,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3383,Rhodotorula mucilaginosa,cell,351993
51126,DBVPG_3855,Rhodotorula mucilaginosa,cell,206130
51126,DBVPG_4203,Rhodotorula mucilaginosa,cell,61962
51126,DBVPG_4530,Rhodotorula taiwanensis,cell,161485
51126,DBVPG_4946,Rhodotorula mucilaginosa,cell,92754
51126,TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,cell,35390
51126,DBVPG_3090,Rhodotorula mucilaginosa,cell,41664
51126,TFCN_209-6-11,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3384,Rhodotorula mucilaginosa,cell,394383
51126,DBVPG_3772,Rhodotorula dairenensis,cell,212863
51126,DBVPG_3856,Rhodotorula mucilaginosa,cell,65843
51126,DBVPG_4304,Rhodotorula mucilaginosa,cell,51068
51126,DBVPG_4531,Rhodotorula taiwanensis,cell,36525
51126,DBVPG_4947,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-334Y-6,Rhodotorula mucilaginosa,cell,39759
51126,DBVPG_3235,Rhodotorula mucilaginosa,cell,98730
51126,DBVPG_3442,Rhodotorula mucilaginosa,cell,79721
51126,DBVPG_3773,Rhodotorula dairenensis,cell,0
51126,DBVPG_3857,Rhodotorula mucilaginosa,cell,120501
51126,DBVPG_4376,Rhodotorula mucilaginosa,cell,106155
51126,DBVPG_4534,Rhodotorula mucilaginosa,cell,49505
51126,DBVPG_4949,Rhodotorula mucilaginosa,cell,126063
51126,TFCN_209-6-1,Rhodotorula mucilaginosa,cell,48292
51126,TFCN_209-6-12,Rhodotorula mucilaginosa,cell,135552
51126,DBVPG_3237,Rhodotorula mucilaginosa,cell,219077
51126,DBVPG_3443,Rhodotorula mucilaginosa,cell,40025
51126,DBVPG_3774,Rhodotorula mucilaginosa,cell,102744
51126,TFCN_17-337P-5,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3858,Rhodotorula mucilaginosa,cell,94473
51126,DBVPG_5227,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_6091,Rhodotorula mucilaginosa,cell,62023
51126,DBVPG_6739,Rhodotorula toruloides,cell,0
51126,DBVPG_7947,Rhodotorula sp_clade_XIII,cell,57700
51126,DBVPG_3236,Rhodotorula mucilaginosa,cell,49495
51126,TFCN_137C-3,Rhodotorula mucilaginosa,cell,32254
51126,DBVPG_7316,Rhodotorula paludigena,cell,449042
51126,DBVPG_4956,Rhodotorula mucilaginosa,cell,39272
51126,DBVPG_5228,Rhodotorula mucilaginosa,cell,60183
51126,DBVPG_6093,Rhodotorula mucilaginosa,cell,46716
51126,DBVPG_6742,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_8043,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_3445,Rhodotorula mucilaginosa,cell,0
51126,TFCN_212C-2,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4957,Rhodotorula mucilaginosa,cell,58783
51126,DBVPG_5229,Rhodotorula mucilaginosa,cell,233732
51126,DBVPG_6094,Rhodotorula mucilaginosa,cell,31817
51126,DBVPG_6743,Rhodotorula mucilaginosa,cell,31149
51126,DBVPG_8058,Rhodotorula sp_clade_I,cell,30628
51126,DBVPG_3446,Rhodotorula mucilaginosa,cell,38473
51126,DBVPG_10842,Rhodotorula mucilaginosa,cell,82745
51126,TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4958,Rhodotorula mucilaginosa,cell,30776
51126,DBVPG_5235,Rhodotorula mucilaginosa,cell,71938
51126,DBVPG_6121,Rhodotorula toruloides,cell,98851
51126,DBVPG_6803,Rhodotorula mucilaginosa,cell,63477
51126,DBVPG_10075,Cystobasidium sp.,cell,77192
51126,DBVPG_3778,Rhodotorula mucilaginosa,cell,144178
51126,DBVPG_10882,Rhodotorula mucilaginosa,cell,0
51126,TFCN_1A-1-3,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4962,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_5236,Rhodotorula mucilaginosa,cell,37100
51126,DBVPG_6195,Rhodotorula diobovata,cell,31281
51126,DBVPG_7019,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_10753,Rhodotorula kratochvilovae,cell,70507
51126,DBVPG_3780,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_10886,Rhodotorula mucilaginosa,cell,65063
51126,DBVPG_4963,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-332D-2,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_5757,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_6202,Rhodotorula diobovata,cell,39761
51126,DBVPG_7021,Rhodotorula graminis,cell,33372
51126,DBVPG_10780,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_6083,Rhodotorula graminis,cell,0
51126,DBVPG_10937,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_4964,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_5758,Rhodotorula mucilaginosa,cell,0
51126,TFCN_98A-5,Rhodotorula mucilaginosa,cell,61651
51126,TFCN_2M-1-4,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_6593,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_7323,Rhodotorula paludigena,cell,64991
51126,DBVPG_10348,Rhodotorula sp_clade_XI,cell,0
51126,DBVPG_6092,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-333M-1,Rhodotorula mucilaginosa,cell,30726
51126,DBVPG_5225,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_5759,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_6649,Rhodotorula mucilaginosa,cell,0
51126,TFCN_340-3,Rhodotorula mucilaginosa,cell,0
51126,DBVPG_7539,Rhodotorula kratochvilovae,cell,0
51126,DBVPG_10383,Rhodotorula kratochvilovae,cell,140247
51126,DBVPG_6740,Pseudomicrostroma phylloplanum,cell,0
51126,DBVPG_5226,Rhodotorula mucilaginosa,cell,59624
51126,DBVPG_6081,Rhodotorula glutinis,cell,0
51126,DBVPG_10619,Rhodotorula mucilaginosa,cell,30970
51126,DBVPG_6741,Rhodotorula mucilaginosa,cell,0
51126,TFCN_100D-1,Rhodotorula mucilaginosa,cell,0
51126,NRRL_Y-2474,Rhodotorula graminis,cell,0
51126,NRRL_Y-2504,Rhodotorula dairenensis,cell,0
51126,NRRL_Y-2510,Rhodotorula mucilaginosa,cell,0
51126,NRRL_Y-7192,Rhodotorula sphaerocarpa,cell,0
51126,NRRL_Y-12923,Rhodotorula paludigena,cell,117299
51126,NRRL_Y-17376,Rhodotorula araucariae,cell,309516
51126,TFCN_340-1,Rhodotorula mucilaginosa,cell,34760
51126,TFCN_17-267M-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_48A-15,Rhodotorula paludigena,cell,814087
51126,TFCN_25-332C-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-334Y-3,Rhodotorula mucilaginosa,cell,49695
51126,TFCN_102C-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_270H-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_107C-3,Rhodotorula mucilaginosa,cell,0
51126,TFCN_33A-4,Rhodotorula mucilaginosa,cell,0
51126,TFCN_152D-4,Rhodotorula toruloides,cell,67111
51126,TFCN_7-9-2,Rhodotorula diobovata,cell,364545
51126,TFCN_17Y-278-1,Rhodotorula mucilaginosa,cell,53878
51126,TFCN_43A-4,Rhodotorula paludigena,cell,520748
51126,TFCN_25-331D-1,Rhodotorula mucilaginosa,cell,31260
51126,TFCN_25-333C-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_270H-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_105A-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_118C-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-334D-3,Rhodotorula mucilaginosa,cell,79969
51126,TFCN_1A-14,Rhodotorula mucilaginosa,cell,36522
51126,TFCN_211A-3,Rhodotorula mucilaginosa,cell,38418
51126,TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_172A-1,Rhodotorula mucilaginosa,cell,34517
51126,TFCN_22C-4,Rhodotorula mucilaginosa,cell,0
51126,TFCN_98D-11,Rhodotorula mucilaginosa,cell,33714
51126,TFCN_25-332Y-1,Rhodotorula mucilaginosa,cell,32932
51126,TFCN_25-333Y-9,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-334Y-2,Rhodotorula mucilaginosa,cell,37373
51126,TFCN_25-325Y-1,Rhodotorula mucilaginosa,cell,0
51126,TFCN_152A-6,Rhodotorula toruloides,cell,0
51126,TFCN_17-338D-3,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,cell,50513
51126,TFCN_140A-3,Rhodotorula mucilaginosa,cell,69584
51126,TFCN_209-6-5,Rhodotorula mucilaginosa,cell,34852
51126,TFCN_17-333P-6,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-325D-2,Rhodotorula mucilaginosa,cell,41799
51126,TFCN_17-325P-1,Rhodotorula mucilaginosa,cell,46576
51126,TFCN_17-329Y-4,Rhodotorula mucilaginosa,cell,64712
51126,TFCN_7W-292-3,Rhodotorula dairenensis,cell,87881
51126,TFCN_89D-3,Rhodotorula mucilaginosa,cell,53344
51126,TFCN_209-6-17,Rhodotorula mucilaginosa,cell,36782
51126,TFCN_137D-4,Rhodotorula mucilaginosa,cell,35983
51126,TFCN_25-337Y-1,Rhodotorula mucilaginosa,cell,36130
51126,TFCN_209-6-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_25-332P-2,Rhodotorula mucilaginosa,cell,0
51126,TFCN_98C-7,Rhodotorula mucilaginosa,cell,0
51126,TFCN_107A-6,Rhodotorula mucilaginosa,cell,47597
51126,TFCN_1B-1-2,Rhodotorula mucilaginosa,cell,36318
51126,TFCN_98C-5,Rhodotorula mucilaginosa,cell,0
51126,TFCN_152A-2,Rhodotorula mucilaginosa,cell,45835
51126,TFCN_25-333Y-10,Rhodotorula mucilaginosa,cell,42721
51126,TFCN_152C-3,Rhodotorula toruloides,cell,46163
51126,TFCN_4M-1-5,Rhodotorula mucilaginosa,cell,0
51126,TFCN_17-390M-1,Rhodotorula mucilaginosa,cell,30910
51126,TFCN_25-335P-1,Rhodotorula diobovata,cell,100727
51126,TFCN_S22D-1,Rhodotorula taiwanensis,cell,179760
51126,TFCN_48D-10,Rhodotorula paludigena,cell,483246
51126,TFCN_86A-3,Rhodotorula mucilaginosa,cell,65748
51126,TFCN_152A-4,Rhodotorula toruloides,cell,33869
51126,TFCN_17-332P-1,Rhodotorula mucilaginosa,cell,87051
51126,TFCN_4M-1-4,Rhodotorula mucilaginosa,cell,83896
51126,TFCN_102C-1,Rhodotorula mucilaginosa,cell,51932
51126,TFCN_17-291Y-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_86C-9,Rhodotorula sphaerocarpa,supernatant,0
51126,TFCN_404D-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_213-6-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152C-6,Rhodotorula taiwanensis,supernatant,0
51126,TFCN_273H-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_209-6-4,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-332M-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_98C-8,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-335C-1,Rhodotorula diobovata,supernatant,0
51126,TFCN_54D-2,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_152D-6,Rhodotorula toruloides,supernatant,0
51126,TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,supernatant,0
51126,TFCN_357-1,Rhodotorula taiwanensis,supernatant,0
51126,TFCN_17-328C-3,Rhodotorula sp_clade_I,supernatant,0
