species_prefix,protein_id,pfam_acc,hmm_from,hmm_to,ali_from,ali_to,domain_score,domain_type
DBVPG3090,DBVPG3090_001195-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG3090,DBVPG3090_000992-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG3090,DBVPG3090_001679-T1,PF00501.35,1,372,55,440,172.2,adenylation
DBVPG3090,DBVPG3090_005416-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG10619,DBVPG10619_003731-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG10619,DBVPG10619_003567-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG10619,DBVPG10619_005140-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG10619,DBVPG10619_000056-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG10619,DBVPG10619_001210-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG10619,DBVPG10619_001448-T1,PF00501.35,17,384,85,507,244.5,adenylation
DBVPG10619,DBVPG10619_004007-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG10619,DBVPG10619_006411-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG10619,DBVPG10619_000196-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG10619,DBVPG10619_002295-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG10619,DBVPG10619_002824-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG10619,DBVPG10619_005529-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG10619,DBVPG10619_006870-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG10619,DBVPG10619_001189-T1,PF00501.35,19,377,131,500,162.5,adenylation
DBVPG3044,DBVPG3044_002544-T1,PF00501.35,2,378,90,477,306.4,adenylation
DBVPG3044,DBVPG3044_002698-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG3044,DBVPG3044_003953-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG3044,DBVPG3044_001771-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG3044,DBVPG3044_006980-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG3044,DBVPG3044_002525-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG3044,DBVPG3044_007320-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG3044,DBVPG3044_006095-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG3044,DBVPG3044_007341-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG3044,DBVPG3044_001070-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG3044,DBVPG3044_002291-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG3044,DBVPG3044_004534-T1,PF00501.35,1,372,55,440,172.2,adenylation
DBVPG3044,DBVPG3044_003518-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG3044,DBVPG3044_002018-T1,PF00501.35,15,190,86,270,121.0,adenylation
DBVPG3044,DBVPG3044_002019-T1,PF00501.35,244,384,13,198,82.3,adenylation
DBVPG7539,DBVPG7539_002741-T1,PF00501.35,2,378,89,476,310.9,adenylation
DBVPG7539,DBVPG7539_003283-T1,PF00501.35,8,383,33,400,277.4,adenylation
DBVPG7539,DBVPG7539_005761-T1,PF00501.35,16,384,93,509,267.4,adenylation
DBVPG7539,DBVPG7539_000752-T1,PF00501.35,19,384,89,509,245.4,adenylation
DBVPG7539,DBVPG7539_001097-T1,PF00501.35,9,384,49,437,244.8,adenylation
DBVPG7539,DBVPG7539_003038-T1,PF00501.35,6,384,57,439,242.2,adenylation
DBVPG7539,DBVPG7539_007482-T1,PF00501.35,10,384,31,393,242.4,adenylation
DBVPG7539,DBVPG7539_006653-T1,PF00501.35,12,384,89,510,220.6,adenylation
DBVPG7539,DBVPG7539_002379-T1,PF00501.35,2,383,32,411,211.0,adenylation
DBVPG7539,DBVPG7539_000151-T1,PF00501.35,7,384,62,448,210.5,adenylation
DBVPG7539,DBVPG7539_000271-T1,PF00501.35,47,383,117,467,195.7,adenylation
DBVPG7539,DBVPG7539_005608-T1,PF00501.35,1,384,334,728,196.0,adenylation
DBVPG7539,DBVPG7539_002512-T1,PF00501.35,1,330,53,374,184.6,adenylation
DBVPG7539,DBVPG7539_006110-T1,PF00501.35,3,383,215,632,181.7,adenylation
DBVPG7539,DBVPG7539_006147-T1,PF00501.35,19,377,133,502,152.5,adenylation
DBVPG4534,DBVPG4534_002156-T1,PF00501.35,2,378,90,477,307.8,adenylation
DBVPG4534,DBVPG4534_005937-T1,PF00501.35,5,384,28,399,290.5,adenylation
DBVPG4534,DBVPG4534_000236-T1,PF00501.35,8,384,29,393,269.9,adenylation
DBVPG4534,DBVPG4534_005616-T1,PF00501.35,17,384,98,512,261.3,adenylation
DBVPG4534,DBVPG4534_006210-T1,PF00501.35,17,384,85,507,244.5,adenylation
DBVPG4534,DBVPG4534_005375-T1,PF00501.35,15,384,53,452,239.1,adenylation
DBVPG4534,DBVPG4534_004095-T1,PF00501.35,15,384,91,515,239.8,adenylation
DBVPG4534,DBVPG4534_002086-T1,PF00501.35,2,384,53,441,233.8,adenylation
DBVPG4534,DBVPG4534_001613-T1,PF00501.35,2,383,33,413,206.5,adenylation
DBVPG4534,DBVPG4534_000790-T1,PF00501.35,47,383,118,468,192.3,adenylation
DBVPG4534,DBVPG4534_003733-T1,PF00501.35,1,383,220,642,196.9,adenylation
DBVPG4534,DBVPG4534_006136-T1,PF00501.35,1,384,340,738,194.1,adenylation
DBVPG4534,DBVPG4534_001469-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG4534,DBVPG4534_001919-T1,PF00501.35,19,377,132,501,160.7,adenylation
TFCN0520422,TFCN0520422_007112-T1,PF00501.35,2,378,90,477,308.8,adenylation
TFCN0520422,TFCN0520422_003365-T1,PF00501.35,6,384,29,399,280.6,adenylation
TFCN0520422,TFCN0520422_005921-T1,PF00501.35,17,384,97,507,258.7,adenylation
TFCN0520422,TFCN0520422_003607-T1,PF00501.35,8,384,29,393,256.5,adenylation
TFCN0520422,TFCN0520422_000065-T1,PF00501.35,6,384,40,430,252.8,adenylation
TFCN0520422,TFCN0520422_003764-T1,PF00501.35,17,384,85,507,243.3,adenylation
TFCN0520422,TFCN0520422_001768-T1,PF00501.35,16,384,92,513,233.3,adenylation
TFCN0520422,TFCN0520422_007082-T1,PF00501.35,2,384,53,441,230.8,adenylation
TFCN0520422,TFCN0520422_003127-T1,PF00501.35,2,383,33,411,223.2,adenylation
TFCN0520422,TFCN0520422_001946-T1,PF00501.35,47,384,118,469,204.3,adenylation
TFCN0520422,TFCN0520422_000315-T1,PF00501.35,1,384,339,737,197.3,adenylation
TFCN0520422,TFCN0520422_003224-T1,PF00501.35,3,383,222,637,192.6,adenylation
TFCN0520422,TFCN0520422_004462-T1,PF00501.35,1,345,53,400,177.1,adenylation
TFCN0520422,TFCN0520422_000902-T1,PF00501.35,19,377,132,501,158.0,adenylation
DBVPG6121,DBVPG6121_002533-T1,PF00501.35,2,378,91,478,308.1,adenylation
DBVPG6121,DBVPG6121_004477-T1,PF00501.35,4,384,30,402,284.6,adenylation
DBVPG6121,DBVPG6121_005814-T1,PF00501.35,16,384,94,507,263.8,adenylation
DBVPG6121,DBVPG6121_004718-T1,PF00501.35,9,384,30,393,261.8,adenylation
DBVPG6121,DBVPG6121_002863-T1,PF00501.35,14,384,55,441,254.9,adenylation
DBVPG6121,DBVPG6121_006070-T1,PF00501.35,2,383,32,412,237.9,adenylation
DBVPG6121,DBVPG6121_004875-T1,PF00501.35,16,384,93,513,231.0,adenylation
DBVPG6121,DBVPG6121_003792-T1,PF00501.35,23,384,93,509,227.8,adenylation
DBVPG6121,DBVPG6121_006950-T1,PF00501.35,4,384,55,442,227.0,adenylation
DBVPG6121,DBVPG6121_004063-T1,PF00501.35,4,384,60,441,220.0,adenylation
DBVPG6121,DBVPG6121_005180-T1,PF00501.35,1,384,345,743,194.4,adenylation
DBVPG6121,DBVPG6121_002114-T1,PF00501.35,47,383,118,468,187.1,adenylation
DBVPG6121,DBVPG6121_001720-T1,PF00501.35,2,374,61,460,163.8,adenylation
DBVPG6121,DBVPG6121_000180-T1,PF00501.35,20,377,132,500,161.6,adenylation
DBVPG6121,DBVPG6121_002960-T1,PF00501.35,3,383,216,615,150.4,adenylation
TFCN89D3,TFCN89D3_002563-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN89D3,TFCN89D3_001994-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN89D3,TFCN89D3_005632-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN89D3,TFCN89D3_002904-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN89D3,TFCN89D3_003153-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN89D3,TFCN89D3_001545-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN89D3,TFCN89D3_000839-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN89D3,TFCN89D3_005140-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN89D3,TFCN89D3_000261-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN89D3,TFCN89D3_002952-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN89D3,TFCN89D3_002081-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN89D3,TFCN89D3_003438-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN89D3,TFCN89D3_006706-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN89D3,TFCN89D3_001183-T1,PF00501.35,19,377,131,500,162.5,adenylation
DBVPG3773,DBVPG3773_006255-T1,PF00501.35,2,378,90,477,309.2,adenylation
DBVPG3773,DBVPG3773_002888-T1,PF00501.35,5,384,28,399,288.9,adenylation
DBVPG3773,DBVPG3773_006274-T1,PF00501.35,8,384,29,393,264.9,adenylation
DBVPG3773,DBVPG3773_005581-T1,PF00501.35,17,384,97,511,257.7,adenylation
DBVPG3773,DBVPG3773_001803-T1,PF00501.35,11,384,49,436,251.9,adenylation
DBVPG3773,DBVPG3773_002673-T1,PF00501.35,17,384,85,507,245.3,adenylation
DBVPG3773,DBVPG3773_000726-T1,PF00501.35,3,384,54,441,228.6,adenylation
DBVPG3773,DBVPG3773_004393-T1,PF00501.35,15,85,91,163,38.3,adenylation
DBVPG3773,DBVPG3773_004393-T1,PF00501.35,81,384,197,551,181.6,adenylation
DBVPG3773,DBVPG3773_005989-T1,PF00501.35,2,383,35,415,210.5,adenylation
DBVPG3773,DBVPG3773_003267-T1,PF00501.35,47,383,118,468,196.1,adenylation
DBVPG3773,DBVPG3773_001476-T1,PF00501.35,3,383,226,648,196.1,adenylation
DBVPG3773,DBVPG3773_001308-T1,PF00501.35,1,384,339,737,195.5,adenylation
DBVPG3773,DBVPG3773_003492-T1,PF00501.35,1,372,55,440,179.4,adenylation
DBVPG3773,DBVPG3773_001884-T1,PF00501.35,19,377,132,501,158.6,adenylation
TFCN17334C1,TFCN17334C1_004779-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN17334C1,TFCN17334C1_004186-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN17334C1,TFCN17334C1_006627-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN17334C1,TFCN17334C1_000003-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN17334C1,TFCN17334C1_000592-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN17334C1,TFCN17334C1_001796-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN17334C1,TFCN17334C1_000478-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN17334C1,TFCN17334C1_002992-T1,PF00501.35,2,384,63,451,234.1,adenylation
TFCN17334C1,TFCN17334C1_000144-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN17334C1,TFCN17334C1_003235-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN17334C1,TFCN17334C1_005298-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN17334C1,TFCN17334C1_005064-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN17334C1,TFCN17334C1_007164-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN17334C1,TFCN17334C1_001041-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG3857,DBVPG3857_012291-T1,PF00501.35,2,378,90,477,306.6,adenylation
DBVPG3857,DBVPG3857_004048-T1,PF00501.35,2,378,90,477,306.2,adenylation
DBVPG3857,DBVPG3857_003487-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG3857,DBVPG3857_008473-T1,PF00501.35,5,384,28,399,290.0,adenylation
DBVPG3857,DBVPG3857_011659-T1,PF00501.35,8,384,29,393,265.2,adenylation
DBVPG3857,DBVPG3857_008703-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG3857,DBVPG3857_008388-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG3857,DBVPG3857_014183-T1,PF00501.35,17,384,97,511,263.2,adenylation
DBVPG3857,DBVPG3857_012918-T1,PF00501.35,11,384,49,435,256.0,adenylation
DBVPG3857,DBVPG3857_002437-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG3857,DBVPG3857_003054-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG3857,DBVPG3857_011742-T1,PF00501.35,17,384,85,507,244.4,adenylation
DBVPG3857,DBVPG3857_005933-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG3857,DBVPG3857_010138-T1,PF00501.35,15,384,91,515,237.4,adenylation
DBVPG3857,DBVPG3857_010845-T1,PF00501.35,2,384,53,441,234.6,adenylation
DBVPG3857,DBVPG3857_014940-T1,PF00501.35,2,384,53,441,234.1,adenylation
DBVPG3857,DBVPG3857_006300-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG3857,DBVPG3857_012363-T1,PF00501.35,1,383,220,642,201.2,adenylation
DBVPG3857,DBVPG3857_000910-T1,PF00501.35,45,383,116,468,192.2,adenylation
DBVPG3857,DBVPG3857_001163-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG3857,DBVPG3857_006431-T1,PF00501.35,1,383,221,643,195.5,adenylation
DBVPG3857,DBVPG3857_006182-T1,PF00501.35,3,383,34,403,186.9,adenylation
DBVPG3857,DBVPG3857_011587-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG3857,DBVPG3857_014160-T1,PF00501.35,1,370,55,438,172.0,adenylation
DBVPG3857,DBVPG3857_002416-T1,PF00501.35,19,377,131,500,162.5,adenylation
DBVPG3857,DBVPG3857_013342-T1,PF00501.35,19,377,132,501,160.2,adenylation
DBVPG3857,DBVPG3857_014836-T1,PF00501.35,64,384,1,326,135.9,adenylation
DBVPG3857,DBVPG3857_010404-T1,PF00501.35,64,384,1,326,135.3,adenylation
DBVPG6742,DBVPG6742_001823-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG6742,DBVPG6742_001659-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG6742,DBVPG6742_007116-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG6742,DBVPG6742_000679-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG6742,DBVPG6742_001180-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG6742,DBVPG6742_002597-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG6742,DBVPG6742_000787-T1,PF00501.35,15,384,86,510,240.3,adenylation
DBVPG6742,DBVPG6742_000347-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG6742,DBVPG6742_000536-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG6742,DBVPG6742_003986-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG6742,DBVPG6742_002093-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG6742,DBVPG6742_006515-T1,PF00501.35,1,384,338,736,193.8,adenylation
DBVPG6742,DBVPG6742_007259-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG6742,DBVPG6742_001834-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN172A1,TFCN172A1_001533-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN172A1,TFCN172A1_001698-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN172A1,TFCN172A1_006689-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN172A1,TFCN172A1_005399-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN172A1,TFCN172A1_001314-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN172A1,TFCN172A1_004133-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN172A1,TFCN172A1_001851-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN172A1,TFCN172A1_003508-T1,PF00501.35,2,384,63,451,234.1,adenylation
TFCN172A1,TFCN172A1_000461-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN172A1,TFCN172A1_004903-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN172A1,TFCN172A1_002410-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN172A1,TFCN172A1_005201-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN172A1,TFCN172A1_007136-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN172A1,TFCN172A1_002158-T1,PF00501.35,19,377,131,500,160.5,adenylation
DBVPG4201,DBVPG4201_001697-T1,PF00501.35,2,378,90,477,306.8,adenylation
DBVPG4201,DBVPG4201_001860-T1,PF00501.35,5,384,28,399,290.6,adenylation
DBVPG4201,DBVPG4201_006712-T1,PF00501.35,8,384,29,393,264.8,adenylation
DBVPG4201,DBVPG4201_007413-T1,PF00501.35,5,384,85,511,263.5,adenylation
DBVPG4201,DBVPG4201_001484-T1,PF00501.35,12,384,50,435,254.4,adenylation
DBVPG4201,DBVPG4201_002268-T1,PF00501.35,17,384,85,507,244.8,adenylation
DBVPG4201,DBVPG4201_002845-T1,PF00501.35,15,384,91,515,240.4,adenylation
DBVPG4201,DBVPG4201_003881-T1,PF00501.35,2,384,53,441,234.2,adenylation
DBVPG4201,DBVPG4201_000132-T1,PF00501.35,3,383,34,413,205.4,adenylation
DBVPG4201,DBVPG4201_004934-T1,PF00501.35,1,383,220,642,200.9,adenylation
DBVPG4201,DBVPG4201_005467-T1,PF00501.35,47,383,118,468,190.7,adenylation
DBVPG4201,DBVPG4201_002487-T1,PF00501.35,1,384,338,736,193.9,adenylation
DBVPG4201,DBVPG4201_007189-T1,PF00501.35,1,372,55,440,172.5,adenylation
DBVPG4201,DBVPG4201_002102-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN17328P3,TFCN17328P3_002026-T1,PF00501.35,2,378,92,479,306.6,adenylation
TFCN17328P3,TFCN17328P3_004210-T1,PF00501.35,7,383,695,1063,269.4,adenylation
TFCN17328P3,TFCN17328P3_007022-T1,PF00501.35,16,384,93,510,262.0,adenylation
TFCN17328P3,TFCN17328P3_004842-T1,PF00501.35,10,384,31,393,245.3,adenylation
TFCN17328P3,TFCN17328P3_002436-T1,PF00501.35,48,384,124,508,243.5,adenylation
TFCN17328P3,TFCN17328P3_002520-T1,PF00501.35,5,384,56,439,238.4,adenylation
TFCN17328P3,TFCN17328P3_002521-T1,PF00501.35,4,384,55,439,234.1,adenylation
TFCN17328P3,TFCN17328P3_000902-T1,PF00501.35,10,384,53,439,233.6,adenylation
TFCN17328P3,TFCN17328P3_002866-T1,PF00501.35,12,384,88,512,228.5,adenylation
TFCN17328P3,TFCN17328P3_001461-T1,PF00501.35,2,383,32,411,212.4,adenylation
TFCN17328P3,TFCN17328P3_001574-T1,PF00501.35,38,383,109,468,196.3,adenylation
TFCN17328P3,TFCN17328P3_000364-T1,PF00501.35,1,384,343,738,196.1,adenylation
TFCN17328P3,TFCN17328P3_001671-T1,PF00501.35,7,384,64,450,194.7,adenylation
TFCN17328P3,TFCN17328P3_005454-T1,PF00501.35,3,383,218,643,181.1,adenylation
TFCN17328P3,TFCN17328P3_005968-T1,PF00501.35,1,330,53,378,178.5,adenylation
TFCN17328P3,TFCN17328P3_004228-T1,PF00501.35,20,329,134,458,149.8,adenylation
TFCN17328P3,TFCN17328P3_003713-T1,PF00501.35,4,338,23,368,103.6,adenylation
TFCN36312,TFCN36312_005803-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN36312,TFCN36312_002366-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN36312,TFCN36312_006865-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN36312,TFCN36312_000262-T1,PF00501.35,5,384,86,512,263.5,adenylation
TFCN36312,TFCN36312_001526-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN36312,TFCN36312_001646-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN36312,TFCN36312_000958-T1,PF00501.35,15,384,88,512,240.4,adenylation
TFCN36312,TFCN36312_005063-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN36312,TFCN36312_006448-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN36312,TFCN36312_003312-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN36312,TFCN36312_005380-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN36312,TFCN36312_000395-T1,PF00501.35,3,383,34,403,187.7,adenylation
TFCN36312,TFCN36312_006207-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN36312,TFCN36312_001544-T1,PF00501.35,19,377,131,500,162.5,adenylation
TFCN2502E3335,TFCN2502E3335_004028-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN2502E3335,TFCN2502E3335_003886-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN2502E3335,TFCN2502E3335_002099-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN2502E3335,TFCN2502E3335_000541-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN2502E3335,TFCN2502E3335_000035-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN2502E3335,TFCN2502E3335_003565-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN2502E3335,TFCN2502E3335_002871-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN2502E3335,TFCN2502E3335_003310-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN2502E3335,TFCN2502E3335_000401-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN2502E3335,TFCN2502E3335_003753-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN2502E3335,TFCN2502E3335_000855-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN2502E3335,TFCN2502E3335_005287-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN2502E3335,TFCN2502E3335_006977-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN2502E3335,TFCN2502E3335_000015-T1,PF00501.35,19,377,131,500,162.5,adenylation
TFCN122C2,TFCN122C2_001744-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN122C2,TFCN122C2_001909-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN122C2,TFCN122C2_003756-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN122C2,TFCN122C2_000003-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN122C2,TFCN122C2_001525-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN122C2,TFCN122C2_002176-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN122C2,TFCN122C2_000726-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN122C2,TFCN122C2_003464-T1,PF00501.35,2,384,53,441,234.2,adenylation
TFCN122C2,TFCN122C2_000142-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN122C2,TFCN122C2_005727-T1,PF00501.35,1,383,220,642,200.9,adenylation
TFCN122C2,TFCN122C2_005572-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN122C2,TFCN122C2_005346-T1,PF00501.35,1,384,338,736,193.8,adenylation
TFCN122C2,TFCN122C2_002672-T1,PF00501.35,1,372,55,440,172.5,adenylation
TFCN122C2,TFCN122C2_002152-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN17334Y5,TFCN17334Y5_006923-T1,PF00501.35,2,378,90,477,307.8,adenylation
TFCN17334Y5,TFCN17334Y5_013872-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN17334Y5,TFCN17334Y5_002438-T1,PF00501.35,5,384,28,399,291.0,adenylation
TFCN17334Y5,TFCN17334Y5_012463-T1,PF00501.35,5,384,28,399,290.5,adenylation
TFCN17334Y5,TFCN17334Y5_014056-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN17334Y5,TFCN17334Y5_011484-T1,PF00501.35,8,178,29,202,91.6,adenylation
TFCN17334Y5,TFCN17334Y5_011484-T1,PF00501.35,174,384,222,417,162.6,adenylation
TFCN17334Y5,TFCN17334Y5_000261-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN17334Y5,TFCN17334Y5_000654-T1,PF00501.35,15,384,53,435,246.5,adenylation
TFCN17334Y5,TFCN17334Y5_007776-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN17334Y5,TFCN17334Y5_007682-T1,PF00501.35,17,384,85,507,244.5,adenylation
TFCN17334Y5,TFCN17334Y5_005863-T1,PF00501.35,15,384,91,515,240.9,adenylation
TFCN17334Y5,TFCN17334Y5_002650-T1,PF00501.35,15,384,91,515,239.7,adenylation
TFCN17334Y5,TFCN17334Y5_002883-T1,PF00501.35,2,384,63,451,234.1,adenylation
TFCN17334Y5,TFCN17334Y5_003380-T1,PF00501.35,2,384,53,441,233.8,adenylation
TFCN17334Y5,TFCN17334Y5_011742-T1,PF00501.35,3,383,34,413,205.4,adenylation
TFCN17334Y5,TFCN17334Y5_006851-T1,PF00501.35,2,383,33,413,204.8,adenylation
TFCN17334Y5,TFCN17334Y5_001222-T1,PF00501.35,47,383,118,468,192.3,adenylation
TFCN17334Y5,TFCN17334Y5_008476-T1,PF00501.35,1,383,220,642,199.9,adenylation
TFCN17334Y5,TFCN17334Y5_008608-T1,PF00501.35,1,383,220,642,196.4,adenylation
TFCN17334Y5,TFCN17334Y5_001903-T1,PF00501.35,47,383,118,468,190.7,adenylation
TFCN17334Y5,TFCN17334Y5_009749-T1,PF00501.35,1,384,340,738,194.1,adenylation
TFCN17334Y5,TFCN17334Y5_002961-T1,PF00501.35,1,384,338,736,193.9,adenylation
TFCN17334Y5,TFCN17334Y5_012828-T1,PF00501.35,1,372,55,440,173.6,adenylation
TFCN17334Y5,TFCN17334Y5_008223-T1,PF00501.35,1,372,55,440,173.5,adenylation
TFCN17334Y5,TFCN17334Y5_007453-T1,PF00501.35,19,377,132,501,160.7,adenylation
TFCN17334Y5,TFCN17334Y5_000244-T1,PF00501.35,19,377,131,500,160.5,adenylation
TFCN110C1,TFCN110C1_002076-T1,PF00501.35,2,378,90,477,306.8,adenylation
TFCN110C1,TFCN110C1_002239-T1,PF00501.35,5,384,28,399,290.6,adenylation
TFCN110C1,TFCN110C1_006662-T1,PF00501.35,8,384,29,393,264.8,adenylation
TFCN110C1,TFCN110C1_000309-T1,PF00501.35,5,384,85,511,263.5,adenylation
TFCN110C1,TFCN110C1_002067-T1,PF00501.35,12,384,50,435,254.4,adenylation
TFCN110C1,TFCN110C1_002845-T1,PF00501.35,17,384,85,507,244.8,adenylation
TFCN110C1,TFCN110C1_001494-T1,PF00501.35,15,384,91,515,240.4,adenylation
TFCN110C1,TFCN110C1_003775-T1,PF00501.35,2,384,63,451,234.1,adenylation
