strain,species,n_samples,n_present,max_abundance,row_id,dedup_group_id,fraction
TFCN_186CL4_2,Rhodotorula mucilaginosa,1,1,148849.0,5985,asid_5985,cell
TFCN_186DK3-2,Rhodotorula sp. clade XI,1,1,97951.0,5985,asid_5985,cell
TFCN_1A-1-2,Rhodotorula paludigena,1,1,51286.0,5985,asid_5985,cell
TFCN_1A-1-3,Rhodotorula pacifica,1,1,137342.0,5985,asid_5985,cell
TFCN_1A-14,Rhodotorula mucilaginosa,1,1,329106.0,5985,asid_5985,cell
TFCN_1A_1_5,Rhodotorula pacifica,1,1,88682.0,5985,asid_5985,cell
TFCN_1B-1-2,Rhodotorula pacifica,1,1,177491.0,5985,asid_5985,cell
TFCN_209-6-1,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_209-6-11,Rhodotorula mucilaginosa,1,1,173052.0,5985,asid_5985,cell
TFCN_209-6-12,Rhodotorula mucilaginosa,1,1,30672.0,5985,asid_5985,cell
TFCN_209-6-14,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_209-6-17,Rhodotorula mucilaginosa,1,1,163029.0,5985,asid_5985,cell
TFCN_209-6-2,Rhodotorula mucilaginosa,1,1,92993.0,5985,asid_5985,cell
TFCN_209-6-4,Rhodotorula mucilaginosa,1,1,40260.0,5985,asid_5985,cell
TFCN_209-6-5,Rhodotorula mucilaginosa,1,1,117385.0,5985,asid_5985,cell
TFCN_211A-3,Rhodotorula mucilaginosa,1,1,150966.0,5985,asid_5985,cell
TFCN_211C_2,Rhodotorula diobovata,1,1,81002.0,5985,asid_5985,cell
TFCN_212C-2,Rhodotorula mucilaginosa,1,1,111010.0,5985,asid_5985,cell
TFCN_213-6-2,Rhodotorula mucilaginosa,1,1,87121.0,5985,asid_5985,cell
TFCN_213-6-4,Rhodotorula mucilaginosa,1,1,35729.0,5985,asid_5985,cell
TFCN_222A-2,Rhodotorula sp. clade I,1,1,53557.0,5985,asid_5985,cell
TFCN_223D-8,,1,1,216611.0,5985,asid_5985,cell
TFCN_22C-4,Rhodotorula mucilaginosa,1,1,209608.0,5985,asid_5985,cell
TFCN_25-0-2E332-1,Rhodotorula mucilaginosa,1,1,39948.0,5985,asid_5985,cell
TFCN_25-0-2E333-1,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-0-2E333-5,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-0-2E333-7,Rhodotorula mucilaginosa,1,1,43105.0,5985,asid_5985,cell
TFCN_25-0-2E333-9,Rhodotorula mucilaginosa,1,1,48233.0,5985,asid_5985,cell
TFCN_25-0-2E334-1,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-0-2E390-1,Rhodotorula mucilaginosa,1,1,95963.0,5985,asid_5985,cell
TFCN_25-325P-1,,1,1,101160.0,5985,asid_5985,cell
TFCN_25-325Y-1,Rhodotorula mucilaginosa,1,1,236423.0,5985,asid_5985,cell
TFCN_25-327C-3,,1,1,79489.0,5985,asid_5985,cell
TFCN_25-327D-1,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-331D-1,Rhodotorula mucilaginosa,1,1,235041.0,5985,asid_5985,cell
TFCN_25-332C-1,Rhodotorula mucilaginosa,1,1,88497.0,5985,asid_5985,cell
TFCN_25-332D-1,Rhodotorula mucilaginosa,1,1,47978.0,5985,asid_5985,cell
TFCN_25-332D-2,Rhodotorula mucilaginosa,1,1,448360.0,5985,asid_5985,cell
TFCN_25-332M-2,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-332P-2,Rhodotorula mucilaginosa,1,1,66318.0,5985,asid_5985,cell
TFCN_25-332Y-1,Rhodotorula mucilaginosa,1,1,174319.0,5985,asid_5985,cell
TFCN_25-333C-2,Rhodotorula mucilaginosa,1,1,433369.0,5985,asid_5985,cell
TFCN_25-333D-5,Rhodotorula sp. clade I,1,1,84886.0,5985,asid_5985,cell
TFCN_25-333P-2,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-333P-5,Rhodotorula paludigena,1,1,45893.0,5985,asid_5985,cell
TFCN_25-333Y-10,Rhodotorula mucilaginosa,1,1,85583.0,5985,asid_5985,cell
TFCN_25-333Y-2,Rhodotorula sp. clade I,1,1,103925.0,5985,asid_5985,cell
TFCN_25-333Y-9,Rhodotorula mucilaginosa,1,1,233329.0,5985,asid_5985,cell
TFCN_25-334D-3,Rhodotorula mucilaginosa,1,1,238642.0,5985,asid_5985,cell
TFCN_25-334Y-6,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-335C-1,Rhodotorula diobovata,1,1,73519.0,5985,asid_5985,cell
TFCN_25-335P-1,Rhodotorula diobovata,1,1,48140.0,5985,asid_5985,cell
TFCN_25-335Y-1,Rhodotorula mucilaginosa,1,1,44482.0,5985,asid_5985,cell
TFCN_25-337M-3,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_25-337Y-1,Rhodotorula mucilaginosa,1,1,90568.0,5985,asid_5985,cell
TFCN_25-395P-1,Rhodotorula mucilaginosa,1,1,115394.0,5985,asid_5985,cell
TFCN_270H-1,Rhodotorula mucilaginosa,1,1,95852.0,5985,asid_5985,cell
TFCN_270H-2,Rhodotorula mucilaginosa,1,1,278938.0,5985,asid_5985,cell
TFCN_273H-1,Rhodotorula mucilaginosa,1,1,50188.0,5985,asid_5985,cell
TFCN_2M-1-4,Rhodotorula mucilaginosa,1,1,286264.0,5985,asid_5985,cell
TFCN_2M_1_3,Rhodotorula mucilaginosa,1,1,119494.0,5985,asid_5985,cell
TFCN_33A-4,Rhodotorula mucilaginosa,1,1,133598.0,5985,asid_5985,cell
TFCN_340-1,Rhodotorula mucilaginosa,1,1,148026.0,5985,asid_5985,cell
TFCN_340-3,Rhodotorula mucilaginosa,1,1,176362.0,5985,asid_5985,cell
TFCN_342-3,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_357-1,Rhodotorula taiwanensis,1,1,47081.0,5985,asid_5985,cell
TFCN_363-1-2,Rhodotorula mucilaginosa,1,1,32213.0,5985,asid_5985,cell
TFCN_3M-1-1,Rhodotorula mucilaginosa,1,1,98593.0,5985,asid_5985,cell
TFCN_404D-1,Rhodotorula mucilaginosa,1,1,168333.0,5985,asid_5985,cell
TFCN_43A-4,Rhodotorula paludigena,1,1,137417.0,5985,asid_5985,cell
TFCN_48A-15,Rhodotorula paludigena,1,1,100182.0,5985,asid_5985,cell
TFCN_48A-2,Rhodotorula paludigena,1,1,45436.0,5985,asid_5985,cell
TFCN_48D-1,,1,0,0.0,5985,asid_5985,cell
TFCN_48D-10,Rhodotorula paludigena,1,1,43101.0,5985,asid_5985,cell
TFCN_4M-1-2,Rhodotorula mucilaginosa,1,1,147829.0,5985,asid_5985,cell
TFCN_4M-1-3,Rhodotorula mucilaginosa,1,1,125818.0,5985,asid_5985,cell
TFCN_4M-1-4,Rhodotorula mucilaginosa,1,1,103679.0,5985,asid_5985,cell
TFCN_4M-1-5,Rhodotorula mucilaginosa,1,1,106710.0,5985,asid_5985,cell
TFCN_51A-3,,1,1,146462.0,5985,asid_5985,cell
TFCN_54D-2,Rhodotorula mucilaginosa,1,1,87443.0,5985,asid_5985,cell
TFCN_7-6-2003,Rhodotorula diobovata,1,1,30469.0,5985,asid_5985,cell
TFCN_7-9-2,Rhodotorula diobovata,1,1,261749.0,5985,asid_5985,cell
TFCN_7-9-3,Rhodotorula diobovata,1,1,168826.0,5985,asid_5985,cell
TFCN_7W-292-3,Rhodotorula dairenensis,1,1,157292.0,5985,asid_5985,cell
TFCN_83E1,,1,1,287920.0,5985,asid_5985,cell
TFCN_86A-3,Rhodotorula mucilaginosa,1,1,124791.0,5985,asid_5985,cell
TFCN_86A-6,Rhodotorula sphaerocarpa,1,1,71934.0,5985,asid_5985,cell
TFCN_86A-8,Rhodotorula sphaerocarpa,1,0,0.0,5985,asid_5985,cell
TFCN_86A_5,Rhodotorula sphaerocarpa,1,1,51937.0,5985,asid_5985,cell
TFCN_86C-9,Rhodotorula sphaerocarpa,1,1,166400.0,5985,asid_5985,cell
TFCN_86C_3,Rhodotorula sphaerocarpa,1,0,0.0,5985,asid_5985,cell
TFCN_89D-3,Rhodotorula mucilaginosa,1,1,140431.0,5985,asid_5985,cell
TFCN_98A-10,Rhodotorula mucilaginosa,1,1,89967.0,5985,asid_5985,cell
TFCN_98A-5,Rhodotorula mucilaginosa,1,1,100870.0,5985,asid_5985,cell
TFCN_98C-3,Rhodotorula mucilaginosa,1,1,44977.0,5985,asid_5985,cell
TFCN_98C-5,Rhodotorula mucilaginosa,1,1,94081.0,5985,asid_5985,cell
TFCN_98C-7,Rhodotorula mucilaginosa,1,1,178032.0,5985,asid_5985,cell
TFCN_98C-8,Rhodotorula mucilaginosa,1,1,56093.0,5985,asid_5985,cell
TFCN_98D-11,Rhodotorula mucilaginosa,1,1,265066.0,5985,asid_5985,cell
TFCN_98D-7,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,cell
TFCN_98D-9,Rhodotorula mucilaginosa,1,1,39816.0,5985,asid_5985,cell
TFCN_S22D-1,Rhodotorula taiwanensis,1,1,108356.0,5985,asid_5985,cell
DBVPG_10056,,1,1,4380252.0,5985,asid_5985,supernatant
DBVPG_10075,Cystobasidium sp.,1,1,7502012.0,5985,asid_5985,supernatant
DBVPG_10348,Rhodotorula sp. clade XI,1,1,7659602.0,5985,asid_5985,supernatant
DBVPG_10383,Rhodotorula kratochvilovae,1,1,7601804.0,5985,asid_5985,supernatant
DBVPG_10619,Rhodotorula mucilaginosa,1,1,10149709.0,5985,asid_5985,supernatant
DBVPG_10753,Rhodotorula kratochvilovae,1,1,7824036.0,5985,asid_5985,supernatant
DBVPG_10780,Rhodotorula mucilaginosa,1,1,8041201.0,5985,asid_5985,supernatant
DBVPG_10842,Rhodotorula mucilaginosa,1,1,7143922.0,5985,asid_5985,supernatant
DBVPG_10882,Rhodotorula mucilaginosa,1,1,6693238.0,5985,asid_5985,supernatant
DBVPG_10886,Rhodotorula mucilaginosa,1,1,9928280.0,5985,asid_5985,supernatant
DBVPG_10937,Rhodotorula mucilaginosa,1,1,9515730.0,5985,asid_5985,supernatant
DBVPG_3044,Rhodotorula mucilaginosa,1,1,6393085.0,5985,asid_5985,supernatant
DBVPG_3045,Rhodotorula mucilaginosa,1,1,6208082.0,5985,asid_5985,supernatant
DBVPG_3090,Rhodotorula mucilaginosa,1,1,6095512.0,5985,asid_5985,supernatant
DBVPG_3235,Rhodotorula mucilaginosa,1,1,9442417.0,5985,asid_5985,supernatant
DBVPG_3236,Rhodotorula mucilaginosa,1,1,9619230.0,5985,asid_5985,supernatant
DBVPG_3237,Rhodotorula mucilaginosa,1,1,7795654.0,5985,asid_5985,supernatant
DBVPG_3238,Rhodotorula mucilaginosa,1,1,4630584.0,5985,asid_5985,supernatant
DBVPG_3239,Rhodotorula mucilaginosa,1,1,6058928.0,5985,asid_5985,supernatant
DBVPG_3381,Rhodotorula mucilaginosa,1,1,6156640.0,5985,asid_5985,supernatant
DBVPG_3382,Rhodotorula mucilaginosa,1,1,6064678.0,5985,asid_5985,supernatant
DBVPG_3383,Rhodotorula mucilaginosa,1,1,5124270.0,5985,asid_5985,supernatant
DBVPG_3384,Rhodotorula mucilaginosa,1,1,5718406.0,5985,asid_5985,supernatant
DBVPG_3442,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,supernatant
DBVPG_3443,Rhodotorula mucilaginosa,1,1,8635403.0,5985,asid_5985,supernatant
DBVPG_3444,Rhodotorula mucilaginosa,1,1,6818726.0,5985,asid_5985,supernatant
DBVPG_3445,Rhodotorula mucilaginosa,1,1,5553355.0,5985,asid_5985,supernatant
DBVPG_3446,Rhodotorula mucilaginosa,1,1,6596790.0,5985,asid_5985,supernatant
DBVPG_3538,Rhodotorula mucilaginosa,1,1,4610952.0,5985,asid_5985,supernatant
DBVPG_3768,Rhodotorula dairenensis,1,1,5239713.0,5985,asid_5985,supernatant
DBVPG_3769,Rhodotorula dairenensis,1,1,5618132.0,5985,asid_5985,supernatant
DBVPG_3770,Rhodotorula dairenensis,1,1,6929416.0,5985,asid_5985,supernatant
DBVPG_3772,Rhodotorula dairenensis,1,1,4129717.0,5985,asid_5985,supernatant
DBVPG_3773,Rhodotorula dairenensis,1,1,8708537.0,5985,asid_5985,supernatant
DBVPG_3774,Rhodotorula mucilaginosa,1,1,7248606.0,5985,asid_5985,supernatant
DBVPG_3775,Rhodotorula mucilaginosa,1,1,4412478.0,5985,asid_5985,supernatant
DBVPG_3776,Rhodotorula mucilaginosa,1,1,4378060.0,5985,asid_5985,supernatant
DBVPG_3777,Rhodotorula mucilaginosa,1,1,5994562.0,5985,asid_5985,supernatant
DBVPG_3778,Rhodotorula mucilaginosa,1,1,7792070.0,5985,asid_5985,supernatant
DBVPG_3780,Rhodotorula mucilaginosa,1,1,8788827.0,5985,asid_5985,supernatant
DBVPG_3853,Rhodotorula dairenensis,1,1,7162954.0,5985,asid_5985,supernatant
DBVPG_3854,Rhodotorula mucilaginosa,1,1,6360118.0,5985,asid_5985,supernatant
DBVPG_3855,Rhodotorula mucilaginosa,1,1,7919433.0,5985,asid_5985,supernatant
DBVPG_3856,Rhodotorula mucilaginosa,1,1,6329636.0,5985,asid_5985,supernatant
DBVPG_3857,Rhodotorula mucilaginosa,1,1,6896924.0,5985,asid_5985,supernatant
DBVPG_3858,Rhodotorula mucilaginosa,1,1,10437778.0,5985,asid_5985,supernatant
DBVPG_3983,Rhodotorula mucilaginosa,1,1,4121059.0,5985,asid_5985,supernatant
DBVPG_3984,Rhodotorula mucilaginosa,1,1,3552852.0,5985,asid_5985,supernatant
DBVPG_3985,Rhodotorula glutinis,1,1,3831672.0,5985,asid_5985,supernatant
DBVPG_4201,Rhodotorula mucilaginosa,1,1,6051140.0,5985,asid_5985,supernatant
DBVPG_4202,Rhodotorula mucilaginosa,1,1,8781933.0,5985,asid_5985,supernatant
DBVPG_4203,Rhodotorula mucilaginosa,1,1,6938421.0,5985,asid_5985,supernatant
DBVPG_4304,Rhodotorula mucilaginosa,1,1,7763114.0,5985,asid_5985,supernatant
DBVPG_4376,Rhodotorula mucilaginosa,1,0,0.0,5985,asid_5985,supernatant
DBVPG_4378,Rhodotorula mucilaginosa,1,1,6763800.0,5985,asid_5985,supernatant
DBVPG_4379,Rhodotorula mucilaginosa,1,1,5295659.0,5985,asid_5985,supernatant
DBVPG_4380,Rhodotorula mucilaginosa,1,1,9727131.0,5985,asid_5985,supernatant
DBVPG_4408,Rhodotorula mucilaginosa,1,1,7147832.0,5985,asid_5985,supernatant
DBVPG_4466,Rhodotorula mucilaginosa,1,1,7852666.0,5985,asid_5985,supernatant
DBVPG_4530,Rhodotorula taiwanensis,1,1,5811998.0,5985,asid_5985,supernatant
DBVPG_4531,Rhodotorula taiwanensis,1,1,5080400.0,5985,asid_5985,supernatant
DBVPG_4534,Rhodotorula mucilaginosa,1,1,8512543.0,5985,asid_5985,supernatant
DBVPG_4610,Rhodotorula paludigena,1,1,9035918.0,5985,asid_5985,supernatant
DBVPG_4618,Rhodotorula mucilaginosa,1,1,5685275.0,5985,asid_5985,supernatant
DBVPG_4669,Rhodotorula mucilaginosa,1,1,7127864.0,5985,asid_5985,supernatant
DBVPG_4920,Rhodotorula mucilaginosa,1,1,7763740.0,5985,asid_5985,supernatant
DBVPG_4945,Rhodotorula mucilaginosa,1,1,7243340.0,5985,asid_5985,supernatant
DBVPG_4946,Rhodotorula mucilaginosa,1,1,5547506.0,5985,asid_5985,supernatant
DBVPG_4947,Rhodotorula mucilaginosa,1,1,5295804.0,5985,asid_5985,supernatant
DBVPG_4949,Rhodotorula mucilaginosa,1,1,8738864.0,5985,asid_5985,supernatant
DBVPG_4952,Rhodotorula mucilaginosa,1,1,8316920.0,5985,asid_5985,supernatant
DBVPG_4956,Rhodotorula mucilaginosa,1,1,9651911.0,5985,asid_5985,supernatant
DBVPG_4957,Rhodotorula mucilaginosa,1,1,9769767.0,5985,asid_5985,supernatant
DBVPG_4958,Rhodotorula mucilaginosa,1,1,9685590.0,5985,asid_5985,supernatant
DBVPG_4962,Rhodotorula mucilaginosa,1,1,8199725.0,5985,asid_5985,supernatant
DBVPG_4963,Rhodotorula mucilaginosa,1,1,8470759.0,5985,asid_5985,supernatant
DBVPG_4964,Rhodotorula mucilaginosa,1,1,9271191.0,5985,asid_5985,supernatant
DBVPG_5225,Rhodotorula mucilaginosa,1,1,7187305.0,5985,asid_5985,supernatant
DBVPG_5226,Rhodotorula mucilaginosa,1,1,6881634.0,5985,asid_5985,supernatant
DBVPG_5227,Rhodotorula mucilaginosa,1,1,6230836.0,5985,asid_5985,supernatant
DBVPG_5228,Rhodotorula mucilaginosa,1,1,8149424.0,5985,asid_5985,supernatant
DBVPG_5229,Rhodotorula mucilaginosa,1,1,9566511.0,5985,asid_5985,supernatant
DBVPG_5235,Rhodotorula mucilaginosa,1,1,8100122.0,5985,asid_5985,supernatant
DBVPG_5236,Rhodotorula mucilaginosa,1,1,9710379.0,5985,asid_5985,supernatant
DBVPG_5757,Rhodotorula mucilaginosa,1,1,9091079.0,5985,asid_5985,supernatant
DBVPG_5758,Rhodotorula mucilaginosa,1,1,9535588.0,5985,asid_5985,supernatant
DBVPG_5759,Rhodotorula mucilaginosa,1,1,9528208.0,5985,asid_5985,supernatant
DBVPG_6081,Rhodotorula glutinis,1,1,7438844.0,5985,asid_5985,supernatant
DBVPG_6083,Rhodotorula graminis,1,1,8903015.0,5985,asid_5985,supernatant
DBVPG_6091,Rhodotorula mucilaginosa,1,1,7373163.0,5985,asid_5985,supernatant
DBVPG_6092,Rhodotorula mucilaginosa,1,1,7655466.0,5985,asid_5985,supernatant
DBVPG_6093,Rhodotorula mucilaginosa,1,1,8786895.0,5985,asid_5985,supernatant
DBVPG_6094,Rhodotorula mucilaginosa,1,1,10556897.0,5985,asid_5985,supernatant
DBVPG_6121,Rhodotorula toruloides,1,1,8389389.0,5985,asid_5985,supernatant
DBVPG_6195,Rhodotorula diobovata,1,1,7639834.0,5985,asid_5985,supernatant
DBVPG_6202,Rhodotorula diobovata,1,1,6557930.0,5985,asid_5985,supernatant
DBVPG_6593,Rhodotorula mucilaginosa,1,1,8563528.0,5985,asid_5985,supernatant
DBVPG_6649,Rhodotorula mucilaginosa,1,1,8381052.0,5985,asid_5985,supernatant
DBVPG_6739,Rhodotorula toruloides,1,1,7318689.0,5985,asid_5985,supernatant
DBVPG_6740,Pseudomicrostroma phylloplanum,1,1,7398038.0,5985,asid_5985,supernatant
DBVPG_6741,Rhodotorula mucilaginosa,1,1,8430056.0,5985,asid_5985,supernatant
DBVPG_6742,Rhodotorula mucilaginosa,1,1,8726290.0,5985,asid_5985,supernatant
DBVPG_6743,Rhodotorula mucilaginosa,1,1,8728581.0,5985,asid_5985,supernatant
DBVPG_6803,Rhodotorula mucilaginosa,1,1,7837812.0,5985,asid_5985,supernatant
DBVPG_7019,Rhodotorula mucilaginosa,1,1,7974627.0,5985,asid_5985,supernatant
DBVPG_7021,Rhodotorula graminis,1,1,8090819.0,5985,asid_5985,supernatant
DBVPG_7316,Rhodotorula paludigena,1,1,8430238.0,5985,asid_5985,supernatant
DBVPG_7323,Rhodotorula paludigena,1,1,8099428.0,5985,asid_5985,supernatant
DBVPG_7539,Rhodotorula kratochvilovae,1,1,9371017.0,5985,asid_5985,supernatant
DBVPG_7947,Rhodotorula sp. clade XIII,1,1,7564383.0,5985,asid_5985,supernatant
DBVPG_8043,Rhodotorula mucilaginosa,1,1,8018664.0,5985,asid_5985,supernatant
DBVPG_8058,Rhodotorula sp. clade I,1,1,7852716.0,5985,asid_5985,supernatant
JES-025-001,Rhodotorula mucilaginosa,1,1,6126720.0,5985,asid_5985,supernatant
NRRL_Y-12923,Rhodotorula paludigena,1,1,5515186.0,5985,asid_5985,supernatant
NRRL_Y-17376,Rhodotorula araucariae,1,1,6586972.0,5985,asid_5985,supernatant
NRRL_Y-2474,Rhodotorula graminis,1,1,4915792.0,5985,asid_5985,supernatant
NRRL_Y-2504,Rhodotorula dairenensis,1,1,9262364.0,5985,asid_5985,supernatant
NRRL_Y-2510,Rhodotorula mucilaginosa,1,1,3242030.0,5985,asid_5985,supernatant
NRRL_Y-48721,,1,1,8981074.0,5985,asid_5985,supernatant
NRRL_Y-7192,Rhodotorula sphaerocarpa,1,1,7277326.0,5985,asid_5985,supernatant
TFCN_0520-4-2-1,Rhodotorula taiwanensis,1,1,4804194.0,5985,asid_5985,supernatant
TFCN_0520-4-2-2,Rhodotorula taiwanensis,1,1,5537297.0,5985,asid_5985,supernatant
TFCN_100D-1,Rhodotorula mucilaginosa,1,1,6055406.0,5985,asid_5985,supernatant
TFCN_102C-1,Rhodotorula mucilaginosa,1,1,5661770.0,5985,asid_5985,supernatant
TFCN_102C-2,Rhodotorula mucilaginosa,1,1,11287721.0,5985,asid_5985,supernatant
TFCN_102D-1,Rhodotorula mucilaginosa,1,1,10102819.0,5985,asid_5985,supernatant
TFCN_102D-2,Rhodotorula mucilaginosa,1,1,4764684.0,5985,asid_5985,supernatant
TFCN_105A-2,Rhodotorula mucilaginosa,1,1,11573246.0,5985,asid_5985,supernatant
TFCN_106A-1,Rhodotorula mucilaginosa,1,1,5522426.0,5985,asid_5985,supernatant
TFCN_107A-6,Rhodotorula mucilaginosa,1,1,6181842.0,5985,asid_5985,supernatant
TFCN_107C-3,Rhodotorula mucilaginosa,1,1,10462157.0,5985,asid_5985,supernatant
TFCN_118C-2,Rhodotorula mucilaginosa,1,1,5781166.0,5985,asid_5985,supernatant
TFCN_122C-2,Rhodotorula mucilaginosa,1,1,12554167.0,5985,asid_5985,supernatant
TFCN_130D-4,Rhodotorula mucilaginosa,1,1,11516900.0,5985,asid_5985,supernatant
TFCN_134A-3,Rhodotorula mucilaginosa,1,1,10928324.0,5985,asid_5985,supernatant
TFCN_137C-3,Rhodotorula mucilaginosa,1,1,10218045.0,5985,asid_5985,supernatant
TFCN_137D-4,Rhodotorula mucilaginosa,1,1,10305762.0,5985,asid_5985,supernatant
TFCN_138A-1,Rhodotorula mucilaginosa,1,1,10485756.0,5985,asid_5985,supernatant
TFCN_140A-3,Rhodotorula mucilaginosa,1,1,7699718.0,5985,asid_5985,supernatant
TFCN_141C-2,Rhodotorula mucilaginosa,1,1,10652533.0,5985,asid_5985,supernatant
TFCN_152A-1,Rhodotorula mucilaginosa,1,1,4523222.0,5985,asid_5985,supernatant
TFCN_152A-12,Rhodotorula mucilaginosa,1,1,6737896.0,5985,asid_5985,supernatant
TFCN_152A-2,Rhodotorula mucilaginosa,1,1,8763048.0,5985,asid_5985,supernatant
TFCN_152A-4,Rhodotorula toruloides,1,1,5505464.0,5985,asid_5985,supernatant
TFCN_152A-5,Rhodotorula mucilaginosa,1,1,5107477.0,5985,asid_5985,supernatant
TFCN_152A-6,Rhodotorula toruloides,1,1,10503238.0,5985,asid_5985,supernatant
TFCN_152A_3,Rhodotorula toruloides,1,1,6624710.0,5985,asid_5985,supernatant
TFCN_152C-2,Rhodotorula toruloides,1,1,5150137.0,5985,asid_5985,supernatant
TFCN_152C-3,Rhodotorula toruloides,1,1,9580147.0,5985,asid_5985,supernatant
TFCN_152C-5,Rhodotorula mucilaginosa,1,1,5299335.0,5985,asid_5985,supernatant
TFCN_152C-6,Rhodotorula toruloides,1,1,6012119.0,5985,asid_5985,supernatant
TFCN_152D-2,,1,1,6858587.0,5985,asid_5985,supernatant
TFCN_152D-4,Rhodotorula toruloides,1,1,9309282.0,5985,asid_5985,supernatant
TFCN_152D-6,Rhodotorula toruloides,1,1,5055858.0,5985,asid_5985,supernatant
TFCN_17-0-2E334-10,Rhodotorula mucilaginosa,1,1,6993202.0,5985,asid_5985,supernatant
TFCN_17-0-2E334-4,Rhodotorula mucilaginosa,1,1,4398842.0,5985,asid_5985,supernatant
TFCN_17-0-2E337-3,Rhodotorula mucilaginosa,1,1,5473400.0,5985,asid_5985,supernatant
TFCN_17-0-2E390-1,Rhodotorula mucilaginosa,1,1,10086718.0,5985,asid_5985,supernatant
TFCN_17-0-2E390-2,Rhodotorula mucilaginosa,1,1,10893709.0,5985,asid_5985,supernatant
TFCN_17-267M-1,Rhodotorula mucilaginosa,1,1,9638826.0,5985,asid_5985,supernatant
TFCN_17-291Y-1,Rhodotorula mucilaginosa,1,1,11062001.0,5985,asid_5985,supernatant
TFCN_17-325D-2,Rhodotorula mucilaginosa,1,1,5892886.0,5985,asid_5985,supernatant
TFCN_17-325D-4,Rhodotorula mucilaginosa,1,1,7317030.0,5985,asid_5985,supernatant
TFCN_17-325P-1,Rhodotorula mucilaginosa,1,1,9107272.0,5985,asid_5985,supernatant
TFCN_17-328C-3,Rhodotorula sp. clade I,1,1,7009342.0,5985,asid_5985,supernatant
TFCN_17-329Y-4,Rhodotorula mucilaginosa,1,1,11651592.0,5985,asid_5985,supernatant
TFCN_17-331Y-5,,1,1,10898195.0,5985,asid_5985,supernatant
TFCN_17-332C-1,Rhodotorula mucilaginosa,1,1,5405854.0,5985,asid_5985,supernatant
TFCN_17-332C-2,Rhodotorula mucilaginosa,1,1,3811380.0,5985,asid_5985,supernatant
TFCN_17-332D-2,,1,1,6306020.0,5985,asid_5985,supernatant
TFCN_17-332M-1,Rhodotorula mucilaginosa,1,1,6816580.0,5985,asid_5985,supernatant
TFCN_17-332M-2,Rhodotorula mucilaginosa,1,1,5414838.0,5985,asid_5985,supernatant
TFCN_17-332P-1,Rhodotorula mucilaginosa,1,1,7186806.0,5985,asid_5985,supernatant
TFCN_17-332P-2,Rhodotorula mucilaginosa,1,1,5244926.0,5985,asid_5985,supernatant
TFCN_17-332Y-1,,2,2,7644018.0,5985,asid_5985,supernatant
TFCN_17-333D-2,Rhodotorula mucilaginosa,1,1,6003957.0,5985,asid_5985,supernatant
TFCN_17-333M-1,Rhodotorula mucilaginosa,1,1,9235864.0,5985,asid_5985,supernatant
TFCN_17-333P-6,Rhodotorula mucilaginosa,1,1,13028570.0,5985,asid_5985,supernatant
TFCN_17-333P-8,,1,1,4195854.0,5985,asid_5985,supernatant
TFCN_17-334C-1,Rhodotorula mucilaginosa,1,1,5737141.0,5985,asid_5985,supernatant
TFCN_17-334D-6,Rhodotorula mucilaginosa,1,1,3908007.0,5985,asid_5985,supernatant
TFCN_17-334Y-2,Rhodotorula mucilaginosa,1,1,10753492.0,5985,asid_5985,supernatant
TFCN_17-334Y-3,Rhodotorula mucilaginosa,1,1,9473466.0,5985,asid_5985,supernatant
TFCN_17-334Y-5,Rhodotorula mucilaginosa,1,1,4914242.0,5985,asid_5985,supernatant
TFCN_17-334Y-6,Rhodotorula diobovata,1,1,4378244.0,5985,asid_5985,supernatant
TFCN_17-337P-5,Rhodotorula mucilaginosa,1,1,12542050.0,5985,asid_5985,supernatant
TFCN_17-338D-3,Rhodotorula mucilaginosa,1,1,9690005.0,5985,asid_5985,supernatant
TFCN_17-390M-1,Rhodotorula mucilaginosa,1,1,10611801.0,5985,asid_5985,supernatant
TFCN_172A-1,Rhodotorula mucilaginosa,1,1,11183200.0,5985,asid_5985,supernatant
TFCN_17Y-278-1,Rhodotorula mucilaginosa,1,1,7998966.0,5985,asid_5985,supernatant
TFCN_181A-1,Rhodotorula mucilaginosa,1,1,6149118.0,5985,asid_5985,supernatant
TFCN_186CL4_2,Rhodotorula mucilaginosa,1,1,10736200.0,5985,asid_5985,supernatant
TFCN_186DK3-2,Rhodotorula sp. clade XI,1,1,8814968.0,5985,asid_5985,supernatant
