ComponentIndex	n_members	max_rho_abs	es	p_maxrho_perm	p_es_perm	p_fdr_max	p_es_fdr	p_maxrho_fdr	trait	sig_es	sig_maxrho	sig_familywise
576	3	0.1236524726227243	0.4254100388722781	0.118001	0.4310009999999999	1.0	0.5515473396226415	0.1816490694259012	growth_supernatant	False	False	False
589	3	0.2013359274883073	1.605495524439032	0.005001	0.002001	0.996001	0.0256350333333333	0.0286873283582089	growth_supernatant	True	True	False
595	2	0.0683526005780114	0.4183617696926783	0.279001	0.4280009999999999	1.0	0.5489267552836484	0.3350918260416666	growth_supernatant	False	False	False
597	7	0.201986793820046	0.6423765188361539	0.010001	0.051001	0.995001	0.1222539563409563	0.0401782334494773	growth_supernatant	False	True	False
598	5	0.2315465409921571	0.987115770444243	0.002001	0.012001	0.712001	0.056478175510204	0.0174784318181818	growth_supernatant	False	True	False
602	2	0.2268283122118274	2.267942797403501	1e-06	0.001001	0.7990010000000001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
604	2	0.1800875520891206	1.6941181478373768	0.006001	0.005001	1.0	0.0374425519480519	0.0311673558558558	growth_supernatant	True	True	False
616	2	0.2049471189814741	1.7106567888480453	0.005001	0.002001	0.987001	0.0256350333333333	0.0286873283582089	growth_supernatant	True	True	False
655	4	0.2033801711558504	1.0620225472858031	0.006001	0.021001	0.990001	0.0724974640718563	0.0311673558558558	growth_supernatant	False	True	False
718	2	0.1985261858058469	1.544820748146611	0.003001	0.001001	0.997001	0.0172261641791044	0.02162595625	growth_supernatant	True	True	False
730	2	0.2318375649254171	1.6852169455538244	0.001001	0.006001	0.707001	0.0404628830409356	0.011315225490196	growth_supernatant	True	True	False
735	30	0.2337693037905814	0.9575031824295214	0.004001	0.002001	0.6690010000000001	0.0256350333333333	0.0250714836956521	growth_supernatant	True	True	False
752	3	0.2352097211011871	1.497560211330736	1e-06	1e-06	0.646001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
783	2	0.2001434983919311	2.3226715347252744	0.004001	1e-06	0.997001	3.294285714285714e-05	0.0250714836956521	growth_supernatant	True	True	False
785	2	0.1877843335595211	1.515623488454187	0.004001	0.003001	1.0	0.0300882869565217	0.0250714836956521	growth_supernatant	True	True	False
787	2	0.2259995119292679	2.139116805698724	0.001001	0.001001	0.816001	0.0172261641791044	0.011315225490196	growth_supernatant	True	True	False
821	7	0.196783735785876	1.1298231474170717	0.014001	0.003001	0.997001	0.0300882869565217	0.0492169298780487	growth_supernatant	True	True	False
866	2	0.2553173403132952	2.619276366540153	0.001001	1e-06	0.319001	3.294285714285714e-05	0.011315225490196	growth_supernatant	True	True	False
874	24	0.1842922874544412	0.8316667504160788	0.066001	0.005001	1.0	0.0374425519480519	0.1211769952229299	growth_supernatant	True	False	False
878	5	0.2292871149695461	1.349046117536134	0.001001	1e-06	0.761001	3.294285714285714e-05	0.011315225490196	growth_supernatant	True	True	False
879	5	0.2101678777317505	1.2383136667343078	0.010001	1e-06	0.969001	3.294285714285714e-05	0.0401782334494773	growth_supernatant	True	True	False
882	2	0.2184557489023681	1.4227065259973362	0.002001	0.0110009999999999	0.908001	0.0539751191489361	0.0174784318181818	growth_supernatant	False	True	False
887	46	0.2234067948228979	0.819936772698361	0.022001	0.005001	0.853001	0.0374425519480519	0.0629457890818858	growth_supernatant	True	False	False
890	2	0.1647372751508017	0.9278251103287596	0.019001	0.070001	1.0	0.1549158406909788	0.0576530342105263	growth_supernatant	False	False	False
891	3	0.1760895916874818	0.886671998972928	0.0130009999999999	0.063001	1.0	0.1438418871287128	0.0469910752351097	growth_supernatant	False	True	False
899	18	0.2200746508494524	0.832877767414089	0.008001	0.016001	0.893001	0.0631820308219178	0.0356183513513513	growth_supernatant	False	True	False
900	2	0.1816109301899438	1.4370615752086977	0.012001	0.023001	1.0	0.0766478410404624	0.045219454248366	growth_supernatant	False	True	False
913	44	0.2637000610108351	0.6468568888407777	0.002001	0.026001	0.238001	0.0801581631016042	0.0174784318181818	growth_supernatant	False	True	False
914	9	0.2328281939265921	0.7549201291180682	0.002001	0.020001	0.6840010000000001	0.0707397331288343	0.0174784318181818	growth_supernatant	False	True	False
915	3	0.2135574119277399	1.475841987178252	0.007001	0.002001	0.951001	0.0256350333333333	0.034059717299578	growth_supernatant	True	True	False
916	26	0.2182209327254406	0.891921522008369	0.016001	0.008001	0.911001	0.0454441034482758	0.0516782997198879	growth_supernatant	True	False	False
918	47	0.2762588162815452	0.8090571905713134	0.001001	0.004001	0.110001	0.0339202426470588	0.011315225490196	growth_supernatant	True	True	False
919	9	0.2162437474693096	1.1667680268629388	0.006001	1e-06	0.930001	3.294285714285714e-05	0.0311673558558558	growth_supernatant	True	True	False
920	2	0.2107141908087788	1.3933651849078357	0.003001	0.0150009999999999	0.969001	0.0624409855595667	0.02162595625	growth_supernatant	False	True	False
924	5	0.2674347353858328	1.3364942103519435	1e-06	0.003001	0.203001	0.0300882869565217	2.175471698113208e-05	growth_supernatant	True	True	False
940	4	0.1687501958631281	0.9472607670126454	0.010001	0.007001	1.0	0.0422625811518324	0.0401782334494773	growth_supernatant	True	True	False
963	6	0.2172400145962691	1.0033639421879652	0.004001	0.012001	0.922001	0.056478175510204	0.0250714836956521	growth_supernatant	False	True	False
972	2	0.2381119389353369	1.963633685007711	0.001001	0.001001	0.585001	0.0172261641791044	0.011315225490196	growth_supernatant	True	True	False
985	39	0.2024974296266191	0.8028533248728716	0.037001	0.0090009999999999	0.994001	0.0494197761904761	0.0849843685258964	growth_supernatant	True	False	False
986	5	0.2116161073167157	0.9838531601053342	0.004001	0.018001	0.963001	0.0660992133757961	0.0250714836956521	growth_supernatant	False	True	False
987	3	0.1781685604976174	0.884251767697231	0.003001	0.006001	1.0	0.0404628830409356	0.02162595625	growth_supernatant	True	True	False
988	17	0.2170935260335935	1.0118919356335818	0.0090009999999999	0.001001	0.923001	0.0172261641791044	0.0384376037037037	growth_supernatant	True	True	False
1025	2	0.2071616904024545	1.5769487075541868	0.001001	0.008001	0.977001	0.0454441034482758	0.011315225490196	growth_supernatant	True	True	False
1034	24	0.2188544735170123	0.7917935043214914	0.0090009999999999	0.007001	0.907001	0.0422625811518324	0.0384376037037037	growth_supernatant	True	True	False
1035	13	0.1128279564496329	0.4868967820193223	0.339001	0.2930009999999999	1.0	0.4175898059332509	0.385852076011846	growth_supernatant	False	False	False
1036	6	0.2504440639452082	1.15035464657758	0.001001	0.002001	0.385001	0.0256350333333333	0.011315225490196	growth_supernatant	True	True	False
1062	2	0.1802272201447694	1.2215492156990646	0.005001	0.007001	1.0	0.0422625811518324	0.0286873283582089	growth_supernatant	True	True	False
1068	28	0.2183637355297578	0.6439024476633393	0.007001	0.021001	0.909001	0.0724974640718563	0.034059717299578	growth_supernatant	False	True	False
1069	3	0.2028879770053957	1.1986047359001015	0.002001	0.0110009999999999	0.993001	0.0539751191489361	0.0174784318181818	growth_supernatant	False	True	False
1075	8	0.2123179652784979	1.2207753736575473	0.006001	0.002001	0.957001	0.0256350333333333	0.0311673558558558	growth_supernatant	True	True	False
1096	7	0.2050085557441468	1.1181901267608292	0.006001	0.001001	0.987001	0.0172261641791044	0.0311673558558558	growth_supernatant	True	True	False
1109	30	0.2195649506862321	0.9424902281390194	0.016001	0.005001	0.899001	0.0374425519480519	0.0516782997198879	growth_supernatant	True	False	False
1110	27	0.257568942350313	0.7790102596588241	0.001001	0.0130009999999999	0.2960009999999999	0.0583274435797665	0.011315225490196	growth_supernatant	False	True	False
1112	2	0.2266222691033111	1.6664813686483833	1e-06	0.001001	0.8020010000000001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1120	8	0.1943404394970689	0.9277116491577312	0.0110009999999999	0.016001	0.999001	0.0631820308219178	0.0424219163879598	growth_supernatant	False	True	False
1125	2	0.1668706279590582	1.1689180536118844	0.012001	0.030001	1.0	0.0860476442786069	0.045219454248366	growth_supernatant	False	True	False
1147	28	0.2099878515679479	0.804188503656697	0.0130009999999999	0.010001	0.969001	0.0528951972477064	0.0469910752351097	growth_supernatant	False	True	False
1149	2	0.1805966079012342	1.1430525024246028	0.006001	0.024001	1.0	0.0775158347338935	0.0311673558558558	growth_supernatant	False	True	False
1151	13	0.229110325220165	0.7822399425237633	0.003001	0.018001	0.763001	0.0660992133757961	0.02162595625	growth_supernatant	False	True	False
1162	10	0.3176809695051371	1.2235171879634978	1e-06	1e-06	0.0130009999999999	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	True
1163	10	0.1812954929974626	1.064885554141468	0.047001	0.005001	1.0	0.0374425519480519	0.099435143119266	growth_supernatant	True	False	False
1182	6	0.3001265786645849	1.523834201649496	1e-06	0.001001	0.028001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	True
1185	81	0.26195726170468	0.9387188621949444	0.001001	0.004001	0.251001	0.0339202426470588	0.011315225490196	growth_supernatant	True	True	False
1186	4	0.1764056376194908	1.5739651678387063	0.030001	1e-06	1.0	3.294285714285714e-05	0.0748726255411255	growth_supernatant	True	False	False
1189	3	0.1954221064535656	1.182628443769658	0.0090009999999999	0.017001	0.998001	0.0651234318936877	0.0384376037037037	growth_supernatant	False	True	False
1190	2	0.1816714893799844	1.7449972540160852	0.003001	0.001001	1.0	0.0172261641791044	0.02162595625	growth_supernatant	True	True	False
1191	3	0.199596843168943	1.3884594151186511	0.010001	0.005001	0.997001	0.0374425519480519	0.0401782334494773	growth_supernatant	True	True	False
1200	5	0.201806921030864	0.9965839234570208	0.0130009999999999	0.028001	0.996001	0.0838575402597402	0.0469910752351097	growth_supernatant	False	True	False
1217	2	0.2189807711769398	1.739090309635968	1e-06	0.005001	0.905001	0.0374425519480519	2.175471698113208e-05	growth_supernatant	True	True	False
1223	8	0.2365242992350142	0.9300500277630412	0.003001	0.010001	0.616001	0.0528951972477064	0.02162595625	growth_supernatant	False	True	False
1260	2	0.1953886502971637	1.5912707611424175	0.002001	0.005001	0.998001	0.0374425519480519	0.0174784318181818	growth_supernatant	True	True	False
1266	5	0.2524270161569933	1.2421001568370755	1e-06	1e-06	0.3590009999999999	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
1273	2	0.1801218712900375	1.1892288242046791	0.004001	0.022001	1.0	0.0748293598820059	0.0250714836956521	growth_supernatant	False	True	False
1275	2	0.2322590372635368	1.5665441145994063	1e-06	0.001001	0.697001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1283	15	0.2307415344365432	1.1006005093166509	0.003001	0.002001	0.730001	0.0256350333333333	0.02162595625	growth_supernatant	True	True	False
1298	5	0.1889105994298615	1.085988361621208	0.0110009999999999	0.008001	1.0	0.0454441034482758	0.0424219163879598	growth_supernatant	True	True	False
1324	6	0.2007631644120833	1.0534875769020065	0.007001	0.012001	0.996001	0.056478175510204	0.034059717299578	growth_supernatant	False	True	False
1328	5	0.2237458510638868	1.5674774063708592	0.003001	1e-06	0.848001	3.294285714285714e-05	0.02162595625	growth_supernatant	True	True	False
1337	4	0.1983286908454553	0.7895396326127109	0.008001	0.067001	0.997001	0.1514748098039215	0.0356183513513513	growth_supernatant	False	True	False
1357	15	0.2260060515834617	0.8262140798112528	0.003001	0.0130009999999999	0.815001	0.0583274435797665	0.02162595625	growth_supernatant	False	True	False
1361	6	0.2232228107514149	1.0766538031806048	0.001001	0.017001	0.854001	0.0651234318936877	0.011315225490196	growth_supernatant	False	True	False
1363	8	0.2076515120199314	0.5637307626981748	0.008001	0.199001	0.977001	0.3200113709902371	0.0356183513513513	growth_supernatant	False	True	False
1402	7	0.2426010788052209	1.20815540047772	1e-06	0.001001	0.508001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1443	2	0.2565822811818236	1.8684355538553243	1e-06	1e-06	0.3060009999999999	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
1444	2	0.2425615955364239	2.01973683585598	0.001001	0.007001	0.509001	0.0422625811518324	0.011315225490196	growth_supernatant	True	True	False
1445	14	0.2361503205134579	1.2919073328979904	0.001001	0.001001	0.623001	0.0172261641791044	0.011315225490196	growth_supernatant	True	True	False
1456	2	0.0703460483233566	0.252472604610796	0.187001	0.3590009999999999	1.0	0.484693387587822	0.2515894434072345	growth_supernatant	False	False	False
1458	5	0.2034061297980265	0.8324025357172182	0.007001	0.031001	0.990001	0.0871808609756097	0.034059717299578	growth_supernatant	False	True	False
1470	7	0.237468862182821	1.3754192772487592	0.003001	1e-06	0.597001	3.294285714285714e-05	0.02162595625	growth_supernatant	True	True	False
1482	4	0.1689085480424656	1.303219743174521	0.028001	0.003001	1.0	0.0300882869565217	0.0719045723830735	growth_supernatant	True	False	False
1491	3	0.1519783007678269	1.2376520484988276	0.039001	0.008001	1.0	0.0454441034482758	0.0880002994129158	growth_supernatant	True	False	False
1506	2	0.1812954398766756	1.2295159346302815	0.007001	0.020001	1.0	0.0707397331288343	0.034059717299578	growth_supernatant	False	True	False
1537	13	0.2269209774520297	1.0376885801175322	0.004001	0.0110009999999999	0.7980010000000001	0.0539751191489361	0.0250714836956521	growth_supernatant	False	True	False
1543	5	0.2392306191343422	1.6579053776168735	1e-06	1e-06	0.565001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
1544	2	0.227568769902866	1.9218907192934973	1e-06	1e-06	0.7870010000000001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
1547	10	0.1779851080509336	0.9480255986181704	0.048001	0.012001	1.0	0.056478175510204	0.1006275509090909	growth_supernatant	False	False	False
1551	3	0.1794191696937692	0.9716482722259556	0.003001	0.019001	1.0	0.0686775956112852	0.02162595625	growth_supernatant	False	True	False
1564	3	0.2067940540693753	1.432848538007352	0.006001	0.004001	0.979001	0.0339202426470588	0.0311673558558558	growth_supernatant	True	True	False
1567	13	0.2054898645271606	0.8379481392200332	0.0110009999999999	0.0110009999999999	0.986001	0.0539751191489361	0.0424219163879598	growth_supernatant	False	True	False
1600	2	0.2332482544153025	2.212116811113327	0.001001	0.001001	0.6770010000000001	0.0172261641791044	0.011315225490196	growth_supernatant	True	True	False
1603	4	0.1883540407874285	0.6827977573626052	0.0110009999999999	0.128001	1.0	0.2327841529968454	0.0424219163879598	growth_supernatant	False	True	False
1604	55	0.2908437436735465	0.7762742178995996	1e-06	0.003001	0.047001	0.0300882869565217	2.175471698113208e-05	growth_supernatant	True	True	True
1605	3	0.194034866400756	1.4792021279716134	0.003001	0.007001	0.999001	0.0422625811518324	0.02162595625	growth_supernatant	True	True	False
1606	7	0.1997255061043191	0.9265969493581752	0.008001	0.019001	0.997001	0.0686775956112852	0.0356183513513513	growth_supernatant	False	True	False
1607	4	0.2422004267036477	1.4881917163570415	1e-06	0.003001	0.513001	0.0300882869565217	2.175471698113208e-05	growth_supernatant	True	True	False
1610	2	0.1810153362605482	1.055101583923031	0.0130009999999999	0.032001	1.0	0.0891235579710145	0.0469910752351097	growth_supernatant	False	True	False
1611	12	0.2637083624916124	1.205169542558434	0.001001	0.002001	0.238001	0.0256350333333333	0.011315225490196	growth_supernatant	True	True	False
1617	4	0.195676170895333	0.6787739248085806	0.007001	0.117001	0.998001	0.2186420632090762	0.034059717299578	growth_supernatant	False	True	False
1619	5	0.2448965984435092	1.8524978520208848	1e-06	0.001001	0.462001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1642	3	0.3424079223696304	2.318692760186829	1e-06	1e-06	0.002001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	True
1646	3	0.1507137558838104	0.6769377261338323	0.012001	0.033001	1.0	0.0903804109263658	0.045219454248366	growth_supernatant	False	True	False
1672	2	0.1558146450618875	1.3325666045500324	0.0090009999999999	0.002001	1.0	0.0256350333333333	0.0384376037037037	growth_supernatant	True	True	False
1676	3	0.2532221349505046	1.2751369343417924	0.001001	0.010001	0.3500009999999999	0.0528951972477064	0.011315225490196	growth_supernatant	False	True	False
1689	22	0.242068513957577	0.719187138944446	0.003001	0.024001	0.515001	0.0775158347338935	0.02162595625	growth_supernatant	False	True	False
1696	4	0.2193318762328741	1.1769509096567956	0.001001	0.022001	0.901001	0.0748293598820059	0.011315225490196	growth_supernatant	False	True	False
1715	3	0.2279250073728433	1.609529692524938	0.001001	0.004001	0.7810010000000001	0.0339202426470588	0.011315225490196	growth_supernatant	True	True	False
1716	2	0.0037538788970696	0.0095249630499975	0.4770009999999999	0.951001	1.0	0.9643835998240984	0.4832883594024604	growth_supernatant	False	False	False
1727	17	0.2120021882154571	0.861794185782169	0.0130009999999999	0.018001	0.961001	0.0660992133757961	0.0469910752351097	growth_supernatant	False	True	False
1730	2	0.1750401058288694	0.9939609869014387	0.010001	0.059001	1.0	0.1368775714285714	0.0401782334494773	growth_supernatant	False	True	False
1742	2	0.1855024084030934	1.352544164605474	0.007001	0.010001	1.0	0.0528951972477064	0.034059717299578	growth_supernatant	False	True	False
1756	18	0.2767882625951223	0.8177253800295488	1e-06	0.0130009999999999	0.107001	0.0583274435797665	2.175471698113208e-05	growth_supernatant	False	True	False
1757	9	0.2465785747862601	1.3896328879194155	0.001001	1e-06	0.4350009999999999	3.294285714285714e-05	0.011315225490196	growth_supernatant	True	True	False
1768	13	0.2338456737770238	0.9500245950461644	1e-06	0.007001	0.6680010000000001	0.0422625811518324	2.175471698113208e-05	growth_supernatant	True	True	False
1772	2	0.2045643966925011	1.665190907488754	0.002001	0.003001	0.989001	0.0300882869565217	0.0174784318181818	growth_supernatant	True	True	False
1783	3	0.2227245174407391	1.0617823957448993	0.002001	0.024001	0.859001	0.0775158347338935	0.0174784318181818	growth_supernatant	False	True	False
1791	2	0.1870618529894674	1.1901012376374955	0.008001	0.020001	1.0	0.0707397331288343	0.0356183513513513	growth_supernatant	False	True	False
1797	21	0.218681563038944	0.9063807964844744	0.0090009999999999	0.002001	0.908001	0.0256350333333333	0.0384376037037037	growth_supernatant	True	True	False
1829	13	0.1923516731475791	0.8483962924278371	0.030001	0.005001	0.999001	0.0374425519480519	0.0748726255411255	growth_supernatant	True	False	False
1835	13	0.2596981497662973	1.1041626591432772	1e-06	0.001001	0.273001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1857	8	0.2473449510062783	0.993376883977253	0.001001	1e-06	0.4250009999999999	3.294285714285714e-05	0.011315225490196	growth_supernatant	True	True	False
1862	5	0.165863820922559	0.6913600221000641	0.022001	0.0090009999999999	1.0	0.0494197761904761	0.0629457890818858	growth_supernatant	True	False	False
1879	3	0.1843091526974608	1.242578424648798	0.012001	0.0110009999999999	1.0	0.0539751191489361	0.045219454248366	growth_supernatant	False	True	False
1900	8	0.27231157594928	1.0154885596180336	1e-06	0.004001	0.151001	0.0339202426470588	2.175471698113208e-05	growth_supernatant	True	True	False
1905	4	0.1934955415534714	1.0253924012877915	0.008001	0.025001	0.999001	0.0787599808743169	0.0356183513513513	growth_supernatant	False	True	False
1910	5	0.1871122775012935	0.7189729551000474	0.008001	0.033001	1.0	0.0903804109263658	0.0356183513513513	growth_supernatant	False	True	False
1919	4	0.2512749340154902	1.2683548695961322	1e-06	0.006001	0.377001	0.0404628830409356	2.175471698113208e-05	growth_supernatant	True	True	False
1927	4	0.1798354694217158	1.2693624090540114	0.016001	0.007001	1.0	0.0422625811518324	0.0516782997198879	growth_supernatant	True	False	False
1929	4	0.2093916635851689	0.8654686235059981	0.001001	0.016001	0.974001	0.0631820308219178	0.011315225490196	growth_supernatant	False	True	False
1932	3	0.1773768533323834	1.1634361358905403	0.010001	0.005001	1.0	0.0374425519480519	0.0401782334494773	growth_supernatant	True	True	False
1950	2	0.1831332820371522	1.1373438925008552	0.004001	0.029001	1.0	0.0848684086294416	0.0250714836956521	growth_supernatant	False	True	False
1952	3	0.1644601168358183	1.4269832430709943	0.024001	0.003001	1.0	0.0300882869565217	0.0652668702830188	growth_supernatant	True	False	False
1966	2	0.172001492215386	1.4637974093444104	0.004001	0.003001	1.0	0.0300882869565217	0.0250714836956521	growth_supernatant	True	True	False
1970	3	0.1902104652929839	0.9691143331800668	0.004001	0.021001	1.0	0.0724974640718563	0.0250714836956521	growth_supernatant	False	True	False
1975	8	0.2415827879214607	1.2543203624047097	1e-06	0.001001	0.523001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
1980	3	0.2160127271832093	1.6428723101381997	0.002001	1e-06	0.934001	3.294285714285714e-05	0.0174784318181818	growth_supernatant	True	True	False
1984	6	0.1785510446837678	1.0861633499536112	0.031001	0.006001	1.0	0.0404628830409356	0.0762135458422174	growth_supernatant	True	False	False
1987	5	0.1946757166791649	0.9089165212543812	0.0130009999999999	0.033001	0.998001	0.0903804109263658	0.0469910752351097	growth_supernatant	False	True	False
1988	2	0.1735996903636162	1.3642965350236116	0.007001	0.023001	1.0	0.0766478410404624	0.034059717299578	growth_supernatant	False	True	False
1999	3	0.1742733277237841	1.3370810636780763	0.012001	0.0130009999999999	1.0	0.0583274435797665	0.045219454248366	growth_supernatant	False	True	False
2007	6	0.1786806349191004	0.795060686641631	0.0130009999999999	0.040001	1.0	0.1050595740318906	0.0469910752351097	growth_supernatant	False	True	False
2014	2	0.2315363166115533	2.198510445339962	0.003001	0.005001	0.713001	0.0374425519480519	0.02162595625	growth_supernatant	True	True	False
2038	4	0.2093997660995259	1.2488098101059526	0.003001	0.003001	0.974001	0.0300882869565217	0.02162595625	growth_supernatant	True	True	False
2044	8	0.2510831574191015	1.1110769687470852	1e-06	0.002001	0.378001	0.0256350333333333	2.175471698113208e-05	growth_supernatant	True	True	False
2052	17	0.2425709302139508	1.102734095318351	1e-06	0.001001	0.509001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
2079	2	0.1983834984019441	1.2349710654225876	0.004001	0.016001	0.997001	0.0631820308219178	0.0250714836956521	growth_supernatant	False	True	False
2100	2	0.2292866306652082	2.02667890164237	1e-06	0.001001	0.761001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
2126	3	0.221460796109188	1.1144682219750008	0.001001	0.005001	0.874001	0.0374425519480519	0.011315225490196	growth_supernatant	True	True	False
2133	5	0.1853320211443781	1.2733594798134875	0.0130009999999999	0.016001	1.0	0.0631820308219178	0.0469910752351097	growth_supernatant	False	True	False
2144	8	0.218829136501366	0.8435575745401951	0.002001	0.010001	0.907001	0.0528951972477064	0.0174784318181818	growth_supernatant	False	True	False
2196	2	0.2276513925510396	1.9963720956639088	1e-06	0.001001	0.7860010000000001	0.0172261641791044	2.175471698113208e-05	growth_supernatant	True	True	False
2205	3	0.1894315307159657	1.1922689537721094	0.007001	0.014001	1.0	0.060235645522388	0.034059717299578	growth_supernatant	False	True	False
2207	3	0.2052519744881813	1.1405966140295176	0.005001	0.0150009999999999	0.986001	0.0624409855595667	0.0286873283582089	growth_supernatant	False	True	False
2224	2	0.1982461451065984	1.3018279273505893	0.003001	0.014001	0.997001	0.060235645522388	0.02162595625	growth_supernatant	False	True	False
2234	6	0.2496802868685802	1.2592118732620818	0.001001	0.002001	0.399001	0.0256350333333333	0.011315225490196	growth_supernatant	True	True	False
2249	6	0.2087681322004258	1.0308459010725453	0.002001	0.006001	0.975001	0.0404628830409356	0.0174784318181818	growth_supernatant	True	True	False
2262	5	0.3236948170262445	1.836427836921512	1e-06	1e-06	0.010001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	True
2284	2	0.177143078127512	1.1703179051876356	0.008001	0.024001	1.0	0.0775158347338935	0.0356183513513513	growth_supernatant	False	True	False
2313	11	0.2524726926982299	1.1480731353866078	1e-06	1e-06	0.3580009999999999	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
2315	2	0.1795698580595606	1.0122755192239914	0.003001	0.007001	1.0	0.0422625811518324	0.02162595625	growth_supernatant	True	True	False
2319	5	0.2183394408794866	1.051110993045432	0.004001	0.0130009999999999	0.909001	0.0583274435797665	0.0250714836956521	growth_supernatant	False	True	False
2320	2	0.1785360416024871	1.685267343506251	0.008001	0.017001	1.0	0.0651234318936877	0.0356183513513513	growth_supernatant	False	True	False
2333	4	0.2326655813989281	1.1000417282959951	0.002001	0.0130009999999999	0.6870010000000001	0.0583274435797665	0.0174784318181818	growth_supernatant	False	True	False
2343	4	0.2313296199049652	0.9392155334799888	1e-06	0.027001	0.716001	0.0825786551724137	2.175471698113208e-05	growth_supernatant	False	True	False
2371	3	0.1764498057779164	0.8434457318283345	0.004001	0.041001	1.0	0.1067136636568849	0.0250714836956521	growth_supernatant	False	True	False
2390	2	0.1832386306811552	1.122394818922701	0.010001	0.034001	1.0	0.0922427129411764	0.0401782334494773	growth_supernatant	False	True	False
2406	4	0.1793660678686897	1.2696606649877822	0.014001	0.017001	1.0	0.0651234318936877	0.0492169298780487	growth_supernatant	False	True	False
2409	5	0.1987645779957086	1.0959652450319337	0.006001	0.007001	0.997001	0.0422625811518324	0.0311673558558558	growth_supernatant	True	True	False
2449	3	0.1885066637834895	0.7911898902151577	0.008001	0.101001	1.0	0.1983886763202726	0.0356183513513513	growth_supernatant	False	True	False
2459	4	0.2096971426515851	0.8870256744322234	0.003001	0.019001	0.972001	0.0686775956112852	0.02162595625	growth_supernatant	False	True	False
2472	2	0.1438672675397392	0.7092195303195299	0.014001	0.029001	1.0	0.0848684086294416	0.0492169298780487	growth_supernatant	False	True	False
2518	2	0.2061939668566998	1.3576486629523905	0.001001	0.0130009999999999	0.984001	0.0583274435797665	0.011315225490196	growth_supernatant	False	True	False
2544	2	0.2735581502263646	2.140837142422794	1e-06	1e-06	0.135001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
2552	2	0.1941079515450225	1.7941855565840523	0.008001	0.002001	0.999001	0.0256350333333333	0.0356183513513513	growth_supernatant	True	True	False
2554	4	0.1950003400495939	1.2852702038087147	0.003001	0.006001	0.998001	0.0404628830409356	0.02162595625	growth_supernatant	True	True	False
2556	2	0.1633530739802303	1.5523852747969364	0.0110009999999999	0.014001	1.0	0.060235645522388	0.0424219163879598	growth_supernatant	False	True	False
2568	2	0.1681946284086401	1.2833221626200415	1e-06	0.002001	1.0	0.0256350333333333	2.175471698113208e-05	growth_supernatant	True	True	False
2572	4	0.1890818212501467	1.1005831923047764	0.010001	0.0110009999999999	1.0	0.0539751191489361	0.0401782334494773	growth_supernatant	False	True	False
2579	9	0.2257754793698691	1.2138877988700385	0.004001	0.005001	0.816001	0.0374425519480519	0.0250714836956521	growth_supernatant	True	True	False
2582	3	0.2256120418893379	1.225930768147158	0.001001	0.007001	0.819001	0.0422625811518324	0.011315225490196	growth_supernatant	True	True	False
2584	16	0.2210542231236331	1.0006518374243816	0.006001	1e-06	0.877001	3.294285714285714e-05	0.0311673558558558	growth_supernatant	True	True	False
2598	2	0.2781443132636997	2.3740517540246797	1e-06	1e-06	0.101001	3.294285714285714e-05	2.175471698113208e-05	growth_supernatant	True	True	False
2605	2	0.1534141317194517	1.5002986757927097	0.024001	0.004001	1.0	0.0339202426470588	0.0652668702830188	growth_supernatant	True	False	False
2626	2	0.1668847042345584	1.0989130280139054	0.0110009999999999	0.026001	1.0	0.0801581631016042	0.0424219163879598	growth_supernatant	False	True	False
2627	4	0.187935313265695	0.9449320517100066	0.0130009999999999	0.026001	1.0	0.0801581631016042	0.0469910752351097	growth_supernatant	False	True	False
2634	13	0.2598471162187782	0.9568116585513536	0.001001	0.008001	0.268001	0.0454441034482758	0.011315225490196	growth_supernatant	True	True	False
2636	2	0.1915117653500054	1.362280999629719	0.006001	0.016001	1.0	0.0631820308219178	0.0311673558558558	growth_supernatant	False	True	False
2648	5	0.2691842998051048	1.043344902148459	1e-06	0.007001	0.189001	0.0422625811518324	2.175471698113208e-05	growth_supernatant	True	True	False
