ASMID,SPECIES_IN,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,TRANSL_TABLE,LOCUSTAG
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6093.proteins,Rhodotorula mucilaginosa,DBVPG 6093,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6093
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6593.proteins,Rhodotorula mucilaginosa,DBVPG 6593,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6593
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6660.proteins,Rhodotorula mucilaginosa,DBVPG 6660,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6660
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6741.proteins,Rhodotorula mucilaginosa,DBVPG 6741,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6741
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6742.proteins,Rhodotorula mucilaginosa,DBVPG 6742,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6742
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6743.proteins,Rhodotorula mucilaginosa,DBVPG 6743,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6743
LOCAL_Rhodotorula_mucilaginosa_DBVPG_6803.proteins,Rhodotorula mucilaginosa,DBVPG 6803,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG6803
LOCAL_Rhodotorula_mucilaginosa_DBVPG_7019.proteins,Rhodotorula mucilaginosa,DBVPG 7019,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG7019
LOCAL_Rhodotorula_mucilaginosa_DBVPG_8043.proteins,Rhodotorula mucilaginosa,DBVPG 8043,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DBVPG8043
LOCAL_Rhodotorula_mucilaginosa_DH4148.proteins,Rhodotorula mucilaginosa,DH4148,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,DH4148
LOCAL_Rhodotorula_mucilaginosa_NRRL_Y-2510.proteins,Rhodotorula mucilaginosa,NRRL Y-2510,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,OM429
LOCAL_Rhodotorula_mucilaginosa_TFCN_100D-1.proteins,Rhodotorula mucilaginosa,TFCN 100D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN100D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_102C-1.proteins,Rhodotorula mucilaginosa,TFCN 102C-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN102C1
LOCAL_Rhodotorula_mucilaginosa_TFCN_102C-2.proteins,Rhodotorula mucilaginosa,TFCN 102C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN102C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_102D-1.proteins,Rhodotorula mucilaginosa,TFCN 102D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN102D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_102D-2.proteins,Rhodotorula mucilaginosa,TFCN 102D-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN102D2
LOCAL_Rhodotorula_mucilaginosa_TFCN_105A-2.proteins,Rhodotorula mucilaginosa,TFCN 105A-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN105A2
LOCAL_Rhodotorula_mucilaginosa_TFCN_106A-1.proteins,Rhodotorula mucilaginosa,TFCN 106A-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN106A1
LOCAL_Rhodotorula_mucilaginosa_TFCN_107A-6.proteins,Rhodotorula mucilaginosa,TFCN 107A-6,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN107A6
LOCAL_Rhodotorula_mucilaginosa_TFCN_107C-3.proteins,Rhodotorula mucilaginosa,TFCN 107C-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN107C3
LOCAL_Rhodotorula_mucilaginosa_TFCN_110C-1.proteins,Rhodotorula mucilaginosa,TFCN 110C-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN110C1
LOCAL_Rhodotorula_mucilaginosa_TFCN_118C-2.proteins,Rhodotorula mucilaginosa,TFCN 118C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN118C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_122C-2.proteins,Rhodotorula mucilaginosa,TFCN 122C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN122C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_130D-4.proteins,Rhodotorula mucilaginosa,TFCN 130D-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN130D4
LOCAL_Rhodotorula_mucilaginosa_TFCN_134A-3.proteins,Rhodotorula mucilaginosa,TFCN 134A-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN134A3
LOCAL_Rhodotorula_mucilaginosa_TFCN_137C-3.proteins,Rhodotorula mucilaginosa,TFCN 137C-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN137C3
LOCAL_Rhodotorula_mucilaginosa_TFCN_137D-4.proteins,Rhodotorula mucilaginosa,TFCN 137D-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN137D4
LOCAL_Rhodotorula_mucilaginosa_TFCN_138A-1.proteins,Rhodotorula mucilaginosa,TFCN 138A-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN138A1
LOCAL_Rhodotorula_mucilaginosa_TFCN_140A-3.proteins,Rhodotorula mucilaginosa,TFCN 140A-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN140A3
LOCAL_Rhodotorula_mucilaginosa_TFCN_141C-2.proteins,Rhodotorula mucilaginosa,TFCN 141C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN141C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_152A-1.proteins,Rhodotorula mucilaginosa,TFCN 152A-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN152A1
LOCAL_Rhodotorula_mucilaginosa_TFCN_152A-12.proteins,Rhodotorula mucilaginosa,TFCN 152A-12,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN152A12
LOCAL_Rhodotorula_mucilaginosa_TFCN_152A-2.proteins,Rhodotorula mucilaginosa,TFCN 152A-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN152A2
LOCAL_Rhodotorula_mucilaginosa_TFCN_152A-5.proteins,Rhodotorula mucilaginosa,TFCN 152A-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN152A5
LOCAL_Rhodotorula_mucilaginosa_TFCN_152C-5.proteins,Rhodotorula mucilaginosa,TFCN 152C-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN152C5
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-0-2E334-10.proteins,Rhodotorula mucilaginosa,TFCN 17-0-2E334-10,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1702E33410
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4.proteins,Rhodotorula mucilaginosa,TFCN 17-0-2E334-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1702E3344
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-0-2E337-3.proteins,Rhodotorula mucilaginosa,TFCN 17-0-2E337-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1702E3373
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-0-2E390-1.proteins,Rhodotorula mucilaginosa,TFCN 17-0-2E390-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1702E3901
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-0-2E390-2.proteins,Rhodotorula mucilaginosa,TFCN 17-0-2E390-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1702E3902
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-267M-1.proteins,Rhodotorula mucilaginosa,TFCN 17-267M-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17267M1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-291Y-1.proteins,Rhodotorula mucilaginosa,TFCN 17-291Y-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17291Y1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-325D-2.proteins,Rhodotorula mucilaginosa,TFCN 17-325D-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17325D2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-325D-4.proteins,Rhodotorula mucilaginosa,TFCN 17-325D-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17325D4
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-325P-1.proteins,Rhodotorula mucilaginosa,TFCN 17-325P-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17325P1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-329Y-4.proteins,Rhodotorula mucilaginosa,TFCN 17-329Y-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17329Y4
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332C-1.proteins,Rhodotorula mucilaginosa,TFCN 17-332C-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332C1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332C-2.proteins,Rhodotorula mucilaginosa,TFCN 17-332C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332M-1.proteins,Rhodotorula mucilaginosa,TFCN 17-332M-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332M1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332M-2.proteins,Rhodotorula mucilaginosa,TFCN 17-332M-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332M2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332P-1.proteins,Rhodotorula mucilaginosa,TFCN 17-332P-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332P1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-332P-2.proteins,Rhodotorula mucilaginosa,TFCN 17-332P-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17332P2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-333D-2.proteins,Rhodotorula mucilaginosa,TFCN 17-333D-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17333D2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-333P-6.proteins,Rhodotorula mucilaginosa,TFCN 17-333P-6,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17333P6
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-334C-1.proteins,Rhodotorula mucilaginosa,TFCN 17-334C-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17334C1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-334D-6.proteins,Rhodotorula mucilaginosa,TFCN 17-334D-6,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17334D6
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-334Y-2.proteins,Rhodotorula mucilaginosa,TFCN 17-334Y-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17334Y2
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-334Y-3.proteins,Rhodotorula mucilaginosa,TFCN 17-334Y-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17334Y3
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-334Y-5.proteins,Rhodotorula mucilaginosa,TFCN 17-334Y-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17334Y5
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-337P-5.proteins,Rhodotorula mucilaginosa,TFCN 17-337P-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17337P5
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-338D-3.proteins,Rhodotorula mucilaginosa,TFCN 17-338D-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17338D3
LOCAL_Rhodotorula_mucilaginosa_TFCN_17-390M-1.proteins,Rhodotorula mucilaginosa,TFCN 17-390M-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17390M1
LOCAL_Rhodotorula_mucilaginosa_TFCN_172A-1.proteins,Rhodotorula mucilaginosa,TFCN 172A-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN172A1
LOCAL_Rhodotorula_mucilaginosa_TFCN_17Y-278-1.proteins,Rhodotorula mucilaginosa,TFCN 17Y-278-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN17Y2781
LOCAL_Rhodotorula_mucilaginosa_TFCN_181A-1.proteins,Rhodotorula mucilaginosa,TFCN 181A-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN181A1
LOCAL_Rhodotorula_mucilaginosa_TFCN_1A-14.proteins,Rhodotorula mucilaginosa,TFCN 1A-14,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN1A14
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-1.proteins,Rhodotorula mucilaginosa,TFCN 209-6-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN20961
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-11.proteins,Rhodotorula mucilaginosa,TFCN 209-6-11,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN209611
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-12.proteins,Rhodotorula mucilaginosa,TFCN 209-6-12,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN209612
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-14.proteins,Rhodotorula mucilaginosa,TFCN 209-6-14,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN209614
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-17.proteins,Rhodotorula mucilaginosa,TFCN 209-6-17,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN209617
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-2.proteins,Rhodotorula mucilaginosa,TFCN 209-6-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN20962
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-4.proteins,Rhodotorula mucilaginosa,TFCN 209-6-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN20964
LOCAL_Rhodotorula_mucilaginosa_TFCN_209-6-5.proteins,Rhodotorula mucilaginosa,TFCN 209-6-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN20965
LOCAL_Rhodotorula_mucilaginosa_TFCN_211A-3.proteins,Rhodotorula mucilaginosa,TFCN 211A-3,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN211A3
LOCAL_Rhodotorula_mucilaginosa_TFCN_212C-2.proteins,Rhodotorula mucilaginosa,TFCN 212C-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN212C2
LOCAL_Rhodotorula_mucilaginosa_TFCN_213-6-2.proteins,Rhodotorula mucilaginosa,TFCN 213-6-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN21362
LOCAL_Rhodotorula_mucilaginosa_TFCN_213-6-4.proteins,Rhodotorula mucilaginosa,TFCN 213-6-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN21364
LOCAL_Rhodotorula_mucilaginosa_TFCN_22C-4.proteins,Rhodotorula mucilaginosa,TFCN 22C-4,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN22C4
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E332-1.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E332-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3321
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E333-1.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E333-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3331
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E333-5.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E333-5,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3335
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E333-7.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E333-7,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3337
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E333-9.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3339
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E334-1.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3341
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-0-2E390-1.proteins,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN2502E3901
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-325Y-1.proteins,Rhodotorula mucilaginosa,TFCN 25-325Y-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25325Y1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-327D-1.proteins,Rhodotorula mucilaginosa,TFCN 25-327D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25327D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-331D-1.proteins,Rhodotorula mucilaginosa,TFCN 25-331D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25331D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-332C-1.proteins,Rhodotorula mucilaginosa,TFCN 25-332C-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25332C1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-332D-1.proteins,Rhodotorula mucilaginosa,TFCN 25-332D-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25332D1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-332M-1.proteins,Rhodotorula mucilaginosa,TFCN 25-332M-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25332M1
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-332P-2.proteins,Rhodotorula mucilaginosa,TFCN 25-332P-2,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25332P2
LOCAL_Rhodotorula_mucilaginosa_TFCN_25-332Y-1.proteins,Rhodotorula mucilaginosa,TFCN 25-332Y-1,,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,1,TFCN25332Y1
