sample_id,type,mode_prop_all,mode_val,prop_zero,mode_prop_nonzero,n_unique_all,n_unique_nonzero
C_218,C,0.6803820720058781,0.0,0.6803820720058781,0.00019157088122605365,5198,5197
C_219,C,0.6755449424442812,0.0,0.6755449424442812,0.0001887148518588413,5280,5279
C_22,C,0.5681484202792064,0.0,0.5681484202792064,0.0001417836381681554,7012,7011
C_220,C,0.6928728875826599,0.0,0.6928728875826599,0.00019936204146730463,5002,5001
C_222,C,0.6895664952241,0.0,0.6895664952241,0.0001972386587771203,5048,5047
C_223,C,0.7062209159931423,0.0,0.7062209159931423,0.00020842017507294707,4779,4778
C_225,C,0.7217119764878765,0.0,0.7217119764878765,0.00022002200220022002,4518,4517
C_227,C,0.683566005388195,0.0,0.683566005388195,0.0001934984520123839,5152,5151
C_228,C,0.6869948567229978,0.0,0.6869948567229978,0.00019561815336463224,5099,5098
C_229,C,0.6999142787166299,0.0,0.6999142787166299,0.00020403999183840033,4886,4885
C_231,C,0.6717487141807494,0.0,0.6717487141807494,0.00018653236336504383,5354,5353
C_232,C,0.6681974038697036,0.0,0.6681974038697036,0.00018453589223103894,5400,5399
C_233,C,0.6595640460445751,0.0,0.6595640460445751,0.00017985611510791367,5536,5535
C_234,C,0.6423585598824394,0.0,0.6423585598824394,0.0001712035610340695,5818,5817
C_235,C,0.7093436198873377,0.0,0.7093436198873377,0.0002106593638087213,4736,4735
C_236,C,0.6828924810188587,0.0,0.6828924810188587,0.00019308746862328635,5164,5163
C_237,C,0.6780553514572618,0.0,0.6780553514572618,0.0001901863826550019,5236,5235
C_238,C,0.7000979671809944,0.0,0.7000979671809944,0.0002041649652919559,4880,4879
C_239,C,0.6986896889542004,0.0,0.6986896889542004,0.000203210729526519,4907,4906
C_24,C,0.5705975998040657,0.0,0.5705975998040657,0.00014259232853272493,6966,6965
C_240,C,0.664278716629929,0.0,0.664278716629929,0.0001823819077147547,5466,5465
C_244,C,0.6036615233896645,0.0,0.6036615233896645,0.0001544878727019929,6408,6407
C_245,C,0.6080088170462895,0.0,0.6080088170462895,0.00015620118712902218,6321,6320
C_246,C,0.6629928973793779,0.0,0.6629928973793779,0.0001816860465116279,5481,5480
C_249,C,0.6779941219691403,0.0,0.6779941219691403,0.00019015021867275147,5240,5239
C_25,C,0.5882929218711731,0.0,0.5882929218711731,0.000148720999405116,6687,6686
C_253,C,0.6867499387705118,0.0,0.6867499387705118,0.00019546520719311962,5101,5100
C_254,C,0.6973426402155278,0.0,0.6973426402155278,0.00020230629172567267,4928,4927
C_255,C,0.7004653441097233,0.0,0.7004653441097233,0.0002044153720359771,4871,4870
C_256,C,0.6831373989713446,0.0,0.6831373989713446,0.0001932367149758454,5161,5160
C_257,C,0.6798922361009062,0.0,0.6798922361009062,0.00019127773527161438,5207,5206
C_258,C,0.6977712466323781,0.0,0.6977712466323781,0.0002025931928687196,4918,4917
C_26,C,0.6027430810678422,0.0,0.6027430810678422,0.00015413070283600493,6442,6441
C_262,C,0.6456649522409993,0.0,0.6456649522409993,0.00017280110592707794,5761,5760
C_263,C,0.6811168258633358,0.0,0.6811168258633358,0.00019201228878648233,5188,5187
C_264,C,0.6748714180749449,0.0,0.6748714180749449,0.00018832391713747646,5290,5289
C_265,C,0.6838109233406808,0.0,0.6838109233406808,0.00019364833462432224,5149,5148
C_267,C,0.6818515797207936,0.0,0.6818515797207936,0.00019245573518090838,5182,5181
C_268,C,0.6842395297575312,0.0,0.6842395297575312,0.00019391118867558658,5137,5136
C_27,C,0.608192505510654,0.0,0.608192505510654,0.0001562744178777934,6362,6361
C_271,C,0.6705853539064414,0.0,0.6705853539064414,0.0001858736059479554,5361,5360
C_272,C,0.6786676463384766,0.0,0.6786676463384766,0.00019054878048780488,5230,5229
C_274,C,0.6754837129561597,0.0,0.6754837129561597,0.00018867924528301886,5273,5272
C_276,C,0.6220915993142297,0.0,0.6220915993142297,0.00016202203499675956,6136,6135
C_277,C,0.6135807004653441,0.0,0.6135807004653441,0.00015845349389954048,6264,6263
C_279,C,0.6046411951996081,0.0,0.6046411951996081,0.00015487068297971194,6402,6401
C_28,C,0.5755571883419055,0.0,0.5755571883419055,0.00014425851125216387,6885,6884
C_280,C,0.6002326720548616,0.0,0.6002326720548616,0.00015316281206922958,6479,6478
C_281,C,0.634643644379133,0.0,0.634643644379133,0.00016758840288252054,5924,5923
C_283,C,0.6118662747979426,0.0,0.6118662747979426,0.00015775358889414735,6278,6277
C_285,C,0.6169483223120255,0.0,0.6169483223120255,0.00015984654731457802,6220,6219
C_286,C,0.5994366887092824,0.0,0.5994366887092824,0.0001528584530724549,6491,6490
C_289,C,0.5871907910849865,0.0,0.5871907910849865,0.0001483239394838327,6684,6683
C_29,C,0.47924320352681854,0.0,0.47924320352681854,0.00011757789535567314,8437,8436
C_290,C,0.5772716140093069,0.0,0.5772716140093069,0.00014484356894553882,6845,6844
C_293,C,0.6081312760225325,0.0,0.6081312760225325,0.00015625,6343,6342
C_295,C,0.619581190301249,0.0,0.619581190301249,0.00016095284081764043,6144,6143
C_296,C,0.6265613519470977,0.0,0.6265613519470977,0.00016396130513198886,6050,6049
C_298,C,0.5776389909380357,0.0,0.5776389909380357,0.00014496955639315743,6829,6828
C_299,C,0.6073965221650747,0.0,0.6073965221650747,0.00031191515907673113,6361,6360
C_3,C,0.6161523389664463,0.0,0.6161523389664463,0.0001595150741745095,6227,6226
C_30,C,0.5,0.0,0.5,0.0001224589762429586,8092,8091
C_300,C,0.6089884888562331,0.0,0.6089884888562331,0.00015659254619480113,6328,6327
C_303,C,0.6358682341415626,0.0,0.6358682341415626,0.00016815200941651252,5898,5897
C_304,C,0.6157849620377174,0.0,0.6157849620377174,0.00015936254980079682,6230,6229
C_307,C,0.6223365172667157,0.0,0.6223365172667157,0.00016212710765239947,6115,6114
C_308,C,0.6007837374479549,0.0,0.6007837374479549,0.00015337423312883436,6458,6457
C_309,C,0.6206220915993143,0.0,0.6206220915993143,0.00016139444803098772,6134,6133
C_31,C,0.5579843252510409,0.0,0.5579843252510409,0.00013852334118298935,7169,7168
C_313,C,0.5988856233161891,0.0,0.5988856233161891,0.00015264845061822624,6502,6501
C_317,C,0.6241734019103601,0.0,0.6241734019103601,0.00016291951775822744,6096,6095
C_318,C,0.636051922605927,0.0,0.636051922605927,0.00016823687752355316,5897,5896
C_32,C,0.6000489835904972,0.0,0.6000489835904972,0.00015309246785058175,6477,6476
C_322,C,0.7168748469262797,0.0,0.7168748469262797,0.00021626297577854672,4594,4593
C_33,C,0.5972936566250306,0.0,0.5972936566250306,0.0001520450053215752,6540,6539
C_334,C,0.5764756306637276,0.0,0.5764756306637276,0.00028914269191846175,6852,6851
C_36,C,0.5530859662013226,0.0,0.5530859662013226,0.00013700506918755994,7246,7245
C_38,C,0.526451138868479,0.0,0.526451138868479,0.00012929919834497026,7689,7688
C_39,C,0.6282145481263777,0.0,0.6282145481263777,0.00016469038208168644,6038,6037
C_4,C,0.6141317658584374,0.0,0.6141317658584374,0.00015867978419549348,6268,6267
C_40,C,0.6147440607396523,0.0,0.6147440607396523,0.0001589319771137953,6261,6260
C_41,C,0.6045799657114866,0.0,0.6045799657114866,0.0001548467017652524,6414,6413
C_42,C,0.6136419299534656,0.0,0.6136419299534656,0.0001584786053882726,6278,6277
C_45,C,0.443791329904482,0.0,0.443791329904482,0.00011008366358432408,9016,9015
C_47,C,0.5197158951751163,0.0,0.5197158951751163,0.00012748597654258032,7776,7775
C_48,C,0.4819985304922851,0.0,0.4819985304922851,0.00011820330969267139,8390,8389
C_49,C,0.5199608131276022,0.0,0.5199608131276022,0.00012755102040816328,7772,7771
C_5,C,0.5991917707567965,0.0,0.5991917707567965,0.00015276504735716468,6498,6497
C_50,C,0.5656380112662258,0.0,0.5656380112662258,0.000140964195094446,7053,7052
C_51,C,0.45395542493264757,0.0,0.45395542493264757,0.00022426553038797938,8846,8845
C_52,C,0.4508327210384521,0.0,0.4508327210384521,0.0001114951499609767,8913,8912
C_53,C,0.5712098946852804,0.0,0.5712098946852804,0.0001427959445951735,6960,6959
C_54,C,0.5735978447220181,0.0,0.5735978447220181,0.00014359563469270534,6924,6923
C_55,C,0.5685157972079353,0.0,0.5685157972079353,0.00014190435646374344,6999,6998
C_56,C,0.5871907910849865,0.0,0.5871907910849865,0.0001483239394838327,6688,6687
C_57,C,0.5240019593436199,0.0,0.5240019593436199,0.00012863390789812196,7707,7706
C_58,C,0.5524124418319862,0.0,0.5524124418319862,0.00013679890560875513,7254,7253
C_59,C,0.5461670340435953,0.0,0.5461670340435953,0.00013491635186184566,7349,7348
C_6,C,0.6263776634827333,0.0,0.6263776634827333,0.00016388069485414618,6065,6064
C_60,C,0.5502694097477345,0.0,0.5502694097477345,0.00013614703880190606,7288,7287
C_62,C,0.5536370315944159,0.0,0.5536370315944159,0.00013717421124828533,7241,7240
C_63,C,0.6028655400440852,0.0,0.6028655400440852,0.0001541782300339192,6446,6445
C_64,C,0.5808229243203527,0.0,0.5808229243203527,0.00014607069821793748,6804,6803
C_66,C,0.5461670340435953,0.0,0.5461670340435953,0.00013491635186184566,7373,7372
C_67,C,0.5955792309576292,0.0,0.5955792309576292,0.0001514004542013626,6570,6569
C_68,C,0.6117438158216997,0.0,0.6117438158216997,0.00015770383220312253,6314,6313
C_69,C,0.6036615233896645,0.0,0.6036615233896645,0.0001544878727019929,6446,6445
C_7,C,0.6162135684545678,0.0,0.6162135684545678,0.0001595405232929164,6225,6224
C_72,C,0.5608621111927504,0.0,0.5608621111927504,0.0002788622420524261,7124,7123
C_73,C,0.5702302228753368,0.0,0.5702302228753368,0.00014247043738424277,6979,6978
C_74,C,0.581373989713446,0.0,0.581373989713446,0.0001462629808395495,6784,6783
C_75,C,0.603600293901543,0.0,0.603600293901543,0.00015446400988569664,6443,6442
C_76,C,0.6151114376683811,0.0,0.6151114376683811,0.0001590836780146357,6253,6252
C_77,C,0.6162135684545678,0.0,0.6162135684545678,0.0001595405232929164,6238,6237
C_78,C,0.6296840558412932,0.0,0.6296840558412932,0.00016534391534391533,6006,6005
C_79,C,0.575495958853784,0.0,0.575495958853784,0.00014423770373575654,6889,6888
C_8,C,0.6580333088415381,0.0,0.6580333088415381,0.00017905102954341988,5544,5543
C_80,C,0.5713323536615234,0.0,0.5713323536615234,0.00014283673760891302,6957,6956
C_81,C,0.6042738182708792,0.0,0.6042738182708792,0.00015472690700912888,6427,6426
C_83,C,0.5724957139358315,0.0,0.5724957139358315,0.00014322543683758235,6941,6940
C_86,C,0.5966201322556943,0.0,0.5966201322556943,0.00015179113539769278,6556,6555
C_89,C,0.6253367621846682,0.0,0.6253367621846682,0.00016342539630658605,6079,6078
C_9,C,0.6208670095518002,0.0,0.6208670095518002,0.00016149870801033592,6158,6157
C_95,C,0.573965221650747,0.0,0.573965221650747,0.00014371945961483184,6920,6919
C_97,C,0.6362356110702915,0.0,0.6362356110702915,0.000168321831341525,5914,5913
C_98,C,0.5950893950526573,0.0,0.5950893950526573,0.00015121729925903524,6571,6570
C_99,C,0.6252755326965467,0.0,0.6252755326965467,0.0001633986928104575,6085,6084
