gene,pfam_acc,protein_id,species_prefix,GENUS,SPECIES,STRAIN,full_seq_e_value,full_seq_score
crtYB,PF00494.25,DBVPG3854_000142-T1,DBVPG3854,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3854,2.5e-44,151.6
crtYB,PF00494.25,DBVPG3854_009077-T1,DBVPG3854,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3854,1.9e-43,148.7
crtYB,PF00494.25,DBVPG3854_008788-T1,DBVPG3854,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3854,1e-40,139.8
crtYB,PF00494.25,TFCN270H2_001123-T1,TFCN270H2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 270H-2,8.2e-47,158.8
crtYB,PF00494.25,TFCN270H2_004979-T1,TFCN270H2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 270H-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN270H2_004979-T1,TFCN270H2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 270H-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN270H2_002601-T1,TFCN270H2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 270H-2,5.3e-41,139.8
crtYB,PF00494.25,DBVPG4376_001916-T1,DBVPG4376,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4376,8.2e-47,158.8
crtYB,PF00494.25,DBVPG4376_003235-T1,DBVPG4376,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4376,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4376_003235-T1,DBVPG4376,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4376,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4376_002457-T1,DBVPG4376,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4376,5.2e-41,139.8
crtYB,PF00494.25,DBVPG4380_006773-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,6.9e-46,156.9
crtYB,PF00494.25,DBVPG4380_012977-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,2.1e-44,152.0
crtYB,PF00494.25,DBVPG4380_009389-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,2e-43,148.8
crtYB,PF00494.25,DBVPG4380_011807-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,8.4e-42,143.5
crtYB,PF00494.25,DBVPG4380_012920-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,1.6e-20,73.7
crtYB,PF00494.25,DBVPG4380_009794-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,7.6e-13,48.6
crtYB,PF00494.25,TFCN98D9_000675-T1,TFCN98D9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-9,8.1e-47,158.8
crtYB,PF00494.25,TFCN98D9_005094-T1,TFCN98D9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-9,1.2e-44,151.6
crtYB,PF00494.25,TFCN98D9_005094-T1,TFCN98D9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-9,1.2e-44,151.6
crtYB,PF00494.25,TFCN98D9_002338-T1,TFCN98D9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98D-9,5.2e-41,139.8
crtYB,PF00494.25,TFCN48D10_001166-T1,TFCN48D10,Rhodotorula,Rhodotorula paludigena,TFCN 48D-10,1.9e-45,154.4
crtYB,PF00494.25,TFCN48D10_005444-T1,TFCN48D10,Rhodotorula,Rhodotorula paludigena,TFCN 48D-10,7.8e-45,152.4
crtYB,PF00494.25,TFCN48D10_002905-T1,TFCN48D10,Rhodotorula,Rhodotorula paludigena,TFCN 48D-10,3.3e-44,150.3
crtYB,PF00494.25,TFCN98C8_001790-T1,TFCN98C8,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-8,8.1e-47,158.8
crtYB,PF00494.25,TFCN98C8_007108-T1,TFCN98C8,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-8,1.2e-44,151.6
crtYB,PF00494.25,TFCN98C8_007108-T1,TFCN98C8,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-8,1.2e-44,151.6
crtYB,PF00494.25,TFCN98C8_003305-T1,TFCN98C8,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-8,5.2e-41,139.8
crtYB,PF00494.25,TFCN17332P2_001282-T1,TFCN17332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-2,8e-47,158.8
crtYB,PF00494.25,TFCN17332P2_004372-T1,TFCN17332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-2,1.2e-44,151.6
crtYB,PF00494.25,TFCN17332P2_004372-T1,TFCN17332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-2,1.2e-44,151.6
crtYB,PF00494.25,TFCN17332P2_004042-T1,TFCN17332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332P-2,5.1e-41,139.8
crtYB,PF00494.25,DBVPG10780_000135-T1,DBVPG10780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10780,8.4e-47,158.8
crtYB,PF00494.25,DBVPG10780_007369-T1,DBVPG10780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10780,1.3e-44,151.6
crtYB,PF00494.25,DBVPG10780_007369-T1,DBVPG10780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10780,1.3e-44,151.6
crtYB,PF00494.25,DBVPG10780_003068-T1,DBVPG10780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10780,5.4e-41,139.8
crtYB,PF00494.25,TFCN98C5_001653-T1,TFCN98C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-5,8.7e-47,158.8
crtYB,PF00494.25,TFCN98C5_004133-T1,TFCN98C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN98C5_004133-T1,TFCN98C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN98C5_003191-T1,TFCN98C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-5,5.6e-41,139.8
crtYB,PF00494.25,DBVPG4958_001400-T1,DBVPG4958,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4958,8.3e-47,158.8
crtYB,PF00494.25,DBVPG4958_004030-T1,DBVPG4958,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4958,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4958_004030-T1,DBVPG4958,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4958,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4958_002896-T1,DBVPG4958,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4958,5.3e-41,139.8
crtYB,PF00494.25,TFCN141C2_001064-T1,TFCN141C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 141C-2,8.1e-47,158.8
crtYB,PF00494.25,TFCN141C2_005072-T1,TFCN141C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 141C-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN141C2_005072-T1,TFCN141C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 141C-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN141C2_002409-T1,TFCN141C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 141C-2,5.2e-41,139.8
crtYB,PF00494.25,TFCN25337Y1_000448-T1,TFCN25337Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337Y-1,7.7e-47,158.8
crtYB,PF00494.25,TFCN25337Y1_005115-T1,TFCN25337Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337Y-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25337Y1_005115-T1,TFCN25337Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337Y-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25337Y1_004179-T1,TFCN25337Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337Y-1,4.9e-41,139.8
crtYB,PF00494.25,TFCN2502E3341_006454-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,1.7e-46,158.8
crtYB,PF00494.25,TFCN2502E3341_004957-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,3e-44,151.4
crtYB,PF00494.25,TFCN2502E3341_004957-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,3e-44,151.4
crtYB,PF00494.25,TFCN2502E3341_014443-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,2.4e-43,148.4
crtYB,PF00494.25,TFCN2502E3341_004608-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,4.7e-42,144.2
crtYB,PF00494.25,TFCN2502E3341_000927-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,1.1e-40,139.7
crtYB,PF00494.25,TFCN2502E3341_014709-T1,TFCN2502E3341,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E334-1,2.3e-36,125.5
crtYB,PF00494.25,TFCN25325Y1_001950-T1,TFCN25325Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-325Y-1,8.1e-47,158.8
crtYB,PF00494.25,TFCN25325Y1_005039-T1,TFCN25325Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-325Y-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN25325Y1_005039-T1,TFCN25325Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-325Y-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN25325Y1_003457-T1,TFCN25325Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-325Y-1,5.2e-41,139.8
crtYB,PF00494.25,TFCN17332M2_001300-T1,TFCN17332M2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-2,8.2e-47,158.8
crtYB,PF00494.25,TFCN17332M2_006812-T1,TFCN17332M2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN17332M2_006812-T1,TFCN17332M2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN17332M2_001852-T1,TFCN17332M2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332M-2,5.3e-41,139.8
crtYB,PF00494.25,TFCN137C3_002634-T1,TFCN137C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137C-3,8.3e-47,158.8
crtYB,PF00494.25,TFCN137C3_007124-T1,TFCN137C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137C-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN137C3_007124-T1,TFCN137C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137C-3,1.3e-44,151.6
crtYB,PF00494.25,TFCN137C3_003417-T1,TFCN137C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 137C-3,5.3e-41,139.8
crtYB,PF00494.25,DBVPG4202_000400-T1,DBVPG4202,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4202,8.2e-47,158.8
crtYB,PF00494.25,DBVPG4202_005609-T1,DBVPG4202,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4202,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4202_005609-T1,DBVPG4202,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4202,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4202_003731-T1,DBVPG4202,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4202,5.3e-41,139.8
crtYB,PF00494.25,DBVPG4530_002339-T1,DBVPG4530,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4530,1.3e-46,158.2
crtYB,PF00494.25,DBVPG4530_005108-T1,DBVPG4530,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4530,8.1e-43,145.8
crtYB,PF00494.25,DBVPG4530_006903-T1,DBVPG4530,Rhodotorula,Rhodotorula taiwanensis,DBVPG 4530,5.4e-42,143.1
crtYB,PF00494.25,DBVPG3443_000159-T1,DBVPG3443,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3443,7.8e-47,158.9
crtYB,PF00494.25,DBVPG3443_003198-T1,DBVPG3443,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3443,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3443_003198-T1,DBVPG3443,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3443,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3443_006843-T1,DBVPG3443,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3443,5.1e-41,139.8
crtYB,PF00494.25,TFCN17333D2_000388-T1,TFCN17333D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333D-2,8.3e-47,158.8
crtYB,PF00494.25,TFCN17333D2_006747-T1,TFCN17333D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333D-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN17333D2_006747-T1,TFCN17333D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333D-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN17333D2_002718-T1,TFCN17333D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333D-2,5.3e-41,139.8
crtYB,PF00494.25,TFCN152A5_002571-T1,TFCN152A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-5,7.4e-47,158.8
crtYB,PF00494.25,TFCN152A5_006300-T1,TFCN152A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-5,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A5_006300-T1,TFCN152A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-5,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A5_001684-T1,TFCN152A5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-5,4.7e-41,139.8
crtYB,PF00494.25,TFCN130D4_002194-T1,TFCN130D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 130D-4,8e-47,158.8
crtYB,PF00494.25,TFCN130D4_005051-T1,TFCN130D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 130D-4,1.2e-44,151.6
crtYB,PF00494.25,TFCN130D4_005051-T1,TFCN130D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 130D-4,1.2e-44,151.6
crtYB,PF00494.25,TFCN130D4_003543-T1,TFCN130D4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 130D-4,5.1e-41,139.8
crtYB,PF00494.25,DBVPG3984_002729-T1,DBVPG3984,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3984,8.2e-47,158.8
crtYB,PF00494.25,DBVPG3984_007126-T1,DBVPG3984,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3984,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3984_007126-T1,DBVPG3984,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3984,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3984_003723-T1,DBVPG3984,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3984,5.3e-41,139.8
crtYB,PF00494.25,DBVPG6803_000765-T1,DBVPG6803,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6803,8.6e-47,158.8
crtYB,PF00494.25,DBVPG6803_004064-T1,DBVPG6803,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6803,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6803_004064-T1,DBVPG6803,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6803,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6803_004400-T1,DBVPG6803,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6803,5.3e-41,139.8
crtYB,PF00494.25,DBVPG6593_000862-T1,DBVPG6593,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6593,7.9e-47,158.9
crtYB,PF00494.25,DBVPG6593_001594-T1,DBVPG6593,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6593,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6593_001594-T1,DBVPG6593,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6593,1.3e-44,151.6
crtYB,PF00494.25,DBVPG6593_005049-T1,DBVPG6593,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6593,5.1e-41,139.8
crtYB,PF00494.25,TFCN3401_002441-T1,TFCN3401,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-1,8.1e-47,158.8
crtYB,PF00494.25,TFCN3401_004865-T1,TFCN3401,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN3401_004865-T1,TFCN3401,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN3401_003900-T1,TFCN3401,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-1,5.2e-41,139.8
crtYB,PF00494.25,TFCN152C6_000457-T1,TFCN152C6,Rhodotorula,Rhodotorula toruloides,TFCN 152C-6,6.2e-47,159.2
crtYB,PF00494.25,TFCN152C6_005731-T1,TFCN152C6,Rhodotorula,Rhodotorula toruloides,TFCN 152C-6,3.2e-43,147.0
crtYB,PF00494.25,TFCN152C6_005767-T1,TFCN152C6,Rhodotorula,Rhodotorula toruloides,TFCN 152C-6,7.8e-42,142.4
crtYB,PF00494.25,TFCN118C2_001427-T1,TFCN118C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 118C-2,8.1e-47,158.8
crtYB,PF00494.25,TFCN118C2_004222-T1,TFCN118C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 118C-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN118C2_004222-T1,TFCN118C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 118C-2,1.3e-44,151.6
crtYB,PF00494.25,TFCN118C2_003175-T1,TFCN118C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 118C-2,5.2e-41,139.8
crtYB,PF00494.25,TFCN102C2_003205-T1,TFCN102C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-2,7.7e-47,158.8
crtYB,PF00494.25,TFCN102C2_004143-T1,TFCN102C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-2,1.2e-44,151.6
crtYB,PF00494.25,TFCN102C2_004143-T1,TFCN102C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-2,1.2e-44,151.6
crtYB,PF00494.25,TFCN102C2_002719-T1,TFCN102C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 102C-2,4.9e-41,139.8
crtYB,PF00494.25,TFCN98C7_001217-T1,TFCN98C7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-7,8.1e-47,158.8
crtYB,PF00494.25,TFCN98C7_007065-T1,TFCN98C7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-7,1.3e-44,151.6
crtYB,PF00494.25,TFCN98C7_007065-T1,TFCN98C7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-7,1.3e-44,151.6
crtYB,PF00494.25,TFCN98C7_003460-T1,TFCN98C7,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-7,5.2e-41,139.8
crtYB,PF00494.25,TFCN4M15_000781-T1,TFCN4M15,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-5,8.1e-47,158.8
crtYB,PF00494.25,TFCN4M15_005143-T1,TFCN4M15,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M15_005143-T1,TFCN4M15,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-5,1.3e-44,151.6
crtYB,PF00494.25,TFCN4M15_004006-T1,TFCN4M15,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-5,5.2e-41,139.8
crtYB,PF00494.25,TFCN25335C1_002525-T1,TFCN25335C1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335C-1,8.4e-44,148.9
crtYB,PF00494.25,TFCN25335C1_004361-T1,TFCN25335C1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335C-1,3.9e-42,143.5
crtYB,PF00494.25,TFCN25335C1_006899-T1,TFCN25335C1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335C-1,4.1e-42,143.4
crtYB,PF00494.25,DBVPG3858_001182-T1,DBVPG3858,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3858,7.8e-47,158.9
crtYB,PF00494.25,DBVPG3858_001745-T1,DBVPG3858,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3858,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3858_001745-T1,DBVPG3858,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3858,1.3e-44,151.6
crtYB,PF00494.25,DBVPG3858_005110-T1,DBVPG3858,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3858,5.1e-41,139.8
crtYB,PF00494.25,TFCN222A2_007058-T1,TFCN222A2,Rhodotorula,Rhodotorula sp. clade I,TFCN 222A-2,2.4e-44,150.8
crtYB,PF00494.25,TFCN222A2_007199-T1,TFCN222A2,Rhodotorula,Rhodotorula sp. clade I,TFCN 222A-2,9.5e-44,148.8
crtYB,PF00494.25,TFCN222A2_003819-T1,TFCN222A2,Rhodotorula,Rhodotorula sp. clade I,TFCN 222A-2,2.1e-42,144.4
crtYB,PF00494.25,DBVPG4466_001074-T1,DBVPG4466,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4466,8.1e-47,158.8
crtYB,PF00494.25,DBVPG4466_003620-T1,DBVPG4466,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4466,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4466_003620-T1,DBVPG4466,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4466,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4466_002618-T1,DBVPG4466,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4466,5.2e-41,139.8
crtYB,PF00494.25,TFCN152A12_000771-T1,TFCN152A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-12,7.3e-47,158.8
crtYB,PF00494.25,TFCN152A12_004182-T1,TFCN152A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-12,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A12_004182-T1,TFCN152A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-12,1.1e-44,151.6
crtYB,PF00494.25,TFCN152A12_002609-T1,TFCN152A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152A-12,4.7e-41,139.8
crtYB,PF00494.25,TFCN48A2_000235-T1,TFCN48A2,Rhodotorula,Rhodotorula paludigena,TFCN 48A-2,1.8e-45,154.4
crtYB,PF00494.25,TFCN48A2_004546-T1,TFCN48A2,Rhodotorula,Rhodotorula paludigena,TFCN 48A-2,7.6e-45,152.4
crtYB,PF00494.25,TFCN48A2_005755-T1,TFCN48A2,Rhodotorula,Rhodotorula paludigena,TFCN 48A-2,3.2e-44,150.3
crtYB,PF00494.25,TFCN86A3_001751-T1,TFCN86A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-3,7.7e-47,158.8
crtYB,PF00494.25,TFCN86A3_006463-T1,TFCN86A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN86A3_006463-T1,TFCN86A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-3,1.2e-44,151.6
crtYB,PF00494.25,TFCN86A3_001336-T1,TFCN86A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-3,4.9e-41,139.8
crtYB,PF00494.25,TFCN25332Y1_001171-T1,TFCN25332Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332Y-1,7.9e-47,158.8
crtYB,PF00494.25,TFCN25332Y1_006692-T1,TFCN25332Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332Y-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25332Y1_006692-T1,TFCN25332Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332Y-1,1.2e-44,151.6
crtYB,PF00494.25,TFCN25332Y1_002625-T1,TFCN25332Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332Y-1,5.1e-41,139.8
crtYB,PF00494.25,DBVPG5758_001101-T1,DBVPG5758,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5758,8.1e-47,158.8
crtYB,PF00494.25,DBVPG5758_003194-T1,DBVPG5758,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5758,1.3e-44,151.6
crtYB,PF00494.25,DBVPG5758_003194-T1,DBVPG5758,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5758,1.3e-44,151.6
crtYB,PF00494.25,DBVPG5758_002629-T1,DBVPG5758,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 5758,5.2e-41,139.8
crtYB,PF00494.25,TFCN54D1_000930-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,1.5e-46,158.8
crtYB,PF00494.25,TFCN54D1_001668-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,5.6e-46,156.9
crtYB,PF00494.25,TFCN54D1_004307-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,4.8e-44,150.5
crtYB,PF00494.25,TFCN54D1_004307-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,4.8e-44,150.5
crtYB,PF00494.25,TFCN54D1_005247-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,5.4e-44,150.3
crtYB,PF00494.25,TFCN54D1_006158-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,4.2e-42,144.2
crtYB,PF00494.25,TFCN54D1_003060-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,9.5e-41,139.7
crtYB,PF00494.25,DBVPG4957_002141-T1,DBVPG4957,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4957,8.3e-47,158.8
crtYB,PF00494.25,DBVPG4957_004519-T1,DBVPG4957,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4957,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4957_004519-T1,DBVPG4957,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4957,1.3e-44,151.6
crtYB,PF00494.25,DBVPG4957_003594-T1,DBVPG4957,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4957,5.3e-41,139.8
crtYB,PF00494.25,TFCN273H1_001145-T1,TFCN273H1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 273H-1,8.1e-47,158.8
crtYB,PF00494.25,TFCN273H1_006991-T1,TFCN273H1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 273H-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN273H1_006991-T1,TFCN273H1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 273H-1,1.3e-44,151.6
crtYB,PF00494.25,TFCN273H1_002556-T1,TFCN273H1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 273H-1,5.2e-41,139.8
